rank,id,repository,name,url,decision,decision_reason,description_en,team_reason,tags,limitations,evidence,stars_snapshot,live_checked_at,live_stars,live_archived,live_pushed_at,root_license,readme_url,readme_sha256,license_url,license_sha256,tested,reviewed_result,reviewed_basis
89,1914,benjitaylor/agentation,Agentation,https://github.com/benjitaylor/agentation,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,Turn visual UI feedback into structured annotations for coding agents.,产品、设计和 QA 标记页面元素，向开发及智能体交接准确定位与修改意见。,"design, feedback",反馈工具，不是多人看板；PolyForm Shield 许可。,README L11、38–49：标注、选择器和结构化 Markdown。,4706,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
90,1982,freescout-help-desk/freescout,FreeScout,https://github.com/freescout-help-desk/freescout,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A self-hosted shared inbox with an optional AI integration.,客服团队集中分派和处理客户对话，在现有共享邮箱中接入 AI。,"customer-support, teams",AI 是独立模块，本次未核验模块功能或费用；不能称核心内置全部 AI。,README L9、34–41：shared inbox、坐席和 AiIntegration 链接。,4544,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
91,2523,Ataraxy-Labs/sem,sem,https://github.com/Ataraxy-Labs/sem,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。,"Inspect Git changes at the level of functions, classes, and methods.",团队评审实体级差异，并可用共享图和代理监听辅助讨论变更。,"code-review, engineering",共享团队图属可选云层；登录本身不上传，非全部能力本地。,README L35–39、360–392：语义 diff、云同意与评审。,3357,,,,,,,,,,False,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。
92,2830,paperswithcode/releasing-research-code,Tips for Publishing Research Code,https://github.com/paperswithcode/releasing-research-code,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。,A checklist and README template for reproducible ML research releases.,研究团队统一依赖、训练、评估及复现命令，改善交接和成果发布。,"research, reproducibility",属于工程方法；NeurIPS 2021 说明是历史背景，不当作当前会议要求。,README L7–25：研究代码完整性五项检查。,2961,,,,,,,,,,False,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。
93,2924,software-mansion/argent,Argent,https://github.com/software-mansion/argent,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Control apps and record verification flows for AI-assisted development.,开发与 QA 共享确定性复现、视觉差异和性能诊断证据。,"testing, mobile-development",源码 Apache，但若干平台二进制专有且限制再分发；遥测默认开启可退出。,完整 README L8、18–23、33–37：交互、流程、分析和许可。,2857,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
94,2944,datachain-ai/datachain,DataChain,https://github.com/datachain-ai/datachain,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Turn unstructured files into typed, versioned datasets with lineage.",数据团队复用明确版本和来源的上下文，避免重复处理并便于交接。,"data, provenance",共享注册表、分布式计算、MCP 和权限在 Studio，不全属本地库。,README L9–17、143–147、345–361：数据集与 Studio 分工。,2820,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
95,3083,mito-ds/mito,Mito,https://github.com/mito-ds/mito,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Jupyter extensions combining AI assistance and spreadsheet-driven Python.,数据团队通过表格操作生成可交接 Python 分析，并在 notebook 内检查和调试。,"notebooks, analytics",Mito Pro 与开源能力需按方案区分，不把生成代码视作自动生产可靠。,完整 README L24–28：AI、表格与 Streamlit/Dash。,2648,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
96,3743,maxritter/pilot-shell,Pilot Shell,https://github.com/maxritter/pilot-shell,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"Add project knowledge, review surfaces, and quality gates to coding agents.",团队可通过 Git 共享规则与经验，复查计划、差异和运行证据。,"engineering, review",安装会配置多项依赖/hooks；含许可证激活机制，不能笼统视作免费开源工具。,README L7–8、53、178、245–249：人审控制台与可选团队共享。,2074,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
97,5175,quiltdata/quilt,Quilt,https://github.com/quiltdata/quilt,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Versioned scientific-data packages and tools for reproducible data reuse on AWS.,科研数据团队可共享带元数据、文档和血缘的可重现数据包。,"data-management, reproducibility, mlops",完整搜索可视化、多用户协作治理属企业平台，非本仓全量开放能力。,README 开源 SDK/CLI、S3 包版本与 documentation。,1370,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
98,5248,fastclaw-ai/fastclaw,FastClaw,https://github.com/fastclaw-ai/fastclaw,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"An agent-management runtime with user scopes, shared resources, and per-agent controls.",管理员可向用户共享模型/技能，用户拥有私有覆盖和隔离会话。,"ai-native, multi-user, agent-operations",Source Available，限制跨组织SaaS与移除品牌；隔离效果未测。,README admin/user/agent key、Public access及per-chatter memory。,1347,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
99,6011,dpearson2699/swift-ios-skills,Swift iOS Skills,https://github.com/dpearson2699/swift-ios-skills,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。,Reusable agent guidance for modern Swift and Apple-platform development.,移动团队可共享框架用法与开发约定。,"ai-native, skills, swift",PolyForm Perimeter；部分框架beta，目标iOS26+不适合直接套旧平台。,README86独立skills、团队分享。,1129,,,,,,,,,,False,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。
100,6025,KroMiose/nekro-agent,Nekro Agent,https://github.com/KroMiose/nekro-agent,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,An extensible chat and execution bot using containerized code and plugins.,团队可复用机器人事件/工具集成和共享插件。,"ai-native, chatops, automation",自定义Apache许可，结构化MCP管理预览；云社区不等于成员权限。,README代码沙盒、RPC、插件、事件订阅。,1125,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
101,6359,codewithMUHILAN/Lightswind-UI-Library,Lightswind UI,https://github.com/codewithMUHILAN/Lightswind-UI-Library,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,React source components with CLI and MCP delivery for coding agents.,前端团队可复用一致组件并共享Pro授权接入。,"ui-components, mcp, react",Pro块/模板独立收费，世界首创比较不采信。,README raw source、MCP、team key。,1049,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
102,715,bytebase/bytebase,Bytebase,https://github.com/bytebase/bytebase,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"A database control plane that governs human and agent queries and changes through reviews, access rules, and audit records.",研发、DBA 和安全人员在统一审批流程中处理 AI 数据操作，保留变更和访问记录。,"data, governance, review",各高级权限功能的社区/商业版本需按套餐确认，不把平台总览全部归为免费能力。,README L11-15、Key Features,14499,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
103,1798,SenteLabsAI/OpenExecutive,Open Executive,https://github.com/SenteLabsAI/OpenExecutive,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,A configurable management assistant with business integrations and approval policies.,管理团队复用组织知识、预算审批与渠道上下文，辅助项目协调。,"management, ai-native",云托管尚未来；共享密钥与 Google 登录配置有边界，不等于专业决策保障。,README L8–12、307、352：治理、集成、允许名单和跨渠道记忆。,5063,2026-09-21T16:23:10.182570+00:00,5083,False,2026-09-21T14:09:10Z,NOASSERTION,https://github.com/SenteLabsAI/OpenExecutive/blob/main/README.md,983c522eed8c750cec1d47df2134e186d3cf74496018a7cb62b450e42a51efe4,https://github.com/SenteLabsAI/OpenExecutive/blob/main/LICENSE,eec2a0b4c2479bb9da0255dc46bcb78023256537174166042a9b96119d4bb7ae,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
104,5409,higress-group/himarket,HiMarket,https://github.com/higress-group/himarket,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"An enterprise marketplace for models, MCP servers, agents, and skills.",组织统一分发AI资源，控制订阅审批、身份、配额与用量。,"ai-native, enterprise-platform, governance, marketplace",依赖Higress/后端服务；治理效果和计费适用未实测。,README Higress网关、OIDC、市场、审批与metering。,1295,2026-09-21T16:23:14.883176+00:00,1295,False,2026-09-21T11:32:18Z,NOASSERTION,https://github.com/higress-group/himarket/blob/main/README.md,6e08b78374661074e19933a2903546bb2e0c8348dfa9bc885618d9a4e04679e5,https://github.com/higress-group/himarket/blob/main/LICENSE,5ca8760a2c9ab672cab1c9a601ca34bd26f4cd9e689a9795b1fa51fb9389b38e,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
105,5843,yashab-cyber/HackGpt,HackGPT,https://github.com/yashab-cyber/HackGpt,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,An AI-assisted security-assessment platform with reporting and access-control features.,安全团队可统一调查报告、角色及审计。,"ai-native, security, audit",大规模企业级/零日能力未经测试；MIT附企业条款需核对，未执行攻击。,README RBAC/LDAP、SOC解析和报告。,1175,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
106,5861,ENTERPILOT/GoModel,GoModel,https://github.com/ENTERPILOT/GoModel,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"An AI gateway with routing, budgets, caching, and scoped usage controls.",平台团队可按用户/团队/key分配预算并观测调用。,"llm-gateway, governance, cost-management",OIDC等Pro商业；对竞品和最快的断言未验证，不引用。,README budgets、userpaths、versioned policies和OTel。,1170,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
107,6182,VoAPI/VoAPI,VoAPI,https://github.com/VoAPI/VoAPI,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"An LLM API gateway with user management, tokens, quotas, and rule-based routing.",团队可统一模型分发与用户用量控制。,"llm-gateway, multi-user, cost-management",独立费率/权限定制属Pro，许可和部署需核对。,README社区/Pro表、多用户、RPM/TPM。,1088,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
108,12,Significant-Gravitas/AutoGPT,AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"A platform for building and operating automated agent workflows with visual editing, schedules, and run tracking.",把重复业务步骤转成可维护流程，由团队监控执行与成本并复用智能体模板。,"agents, workflow, self-hosted",团队用途是流程维护与运行，不宣称已核验细粒度多人权限；平台目录 PolyForm Shield，classic MIT。,README L41、L53-85、L109-149、L188-199,187466,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
109,317,labring/FastGPT,FastGPT,https://github.com/labring/FastGPT,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"A platform for building AI applications with data processing, model access, and visual workflow composition.",团队可复用知识处理和工作流，构建内部问答与业务 AI 应用，减少各部门重复开发。,"rag, workflow, low-code",FastGPT 自定义许可，社区版与商业版分开；未证明全部高级团队功能都在社区版。,README L16、使用方式和 License,29702,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
110,433,vectorize-io/hindsight,Hindsight,https://github.com/vectorize-io/hindsight,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Agent memory infrastructure for retaining, retrieving, and reflecting on experience across runs.",工程团队为长期智能体建立可复用经验层，改进跨任务上下文连续性。,"memory, agents, development",真人团队协作后台属于 Cloud 描述，不能混入 MIT 核心；不采纳最准确基准宣传。,README What is Hindsight、Core Concepts、Cloud L115-117,24073,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
111,449,Skyvern-AI/skyvern,Skyvern,https://github.com/Skyvern-AI/skyvern,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"Browser workflow automation with AI-assisted execution, a Playwright-compatible SDK, and a visual builder.",技术和业务人员把重复网页操作组织成可维护流程，供内部运营复用。,"automation, workflow, browser",云端 anti-bot 能力不在 AGPL 核心；不保证任意网站始终可用或不受页面变化影响。,README L26、How it works、License,23044,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
112,806,infracost/infracost,Infracost,https://github.com/infracost/infracost,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Infrastructure cost estimates and FinOps checks available to engineers, coding agents, and CI workflows.",团队在 AI 修改 IaC 的 PR 阶段看到费用变化，用共同政策审查部署前成本。,"cost, ci, governance",核心 CLI 已有独立仓库；组织政策仪表盘属于 Cloud，费用是估算不是账单保证。,README L5-18、Cloud L103,12528,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
113,878,github/copilot-cli,GitHub Copilot CLI,https://github.com/github/copilot-cli,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"A terminal coding agent integrated with repository context, issues, pull requests, and MCP tools.",开发者在团队 GitHub 工作流中处理任务和代码上下文，并受组织 Copilot 启用策略控制。,"coding, integration, development",产品仓库不据此认定源码开源；需要相应 Copilot 访问，默认审批描述不替代具体模式配置。,README L14-20、组织策略 L37,11188,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
114,915,langchain-ai/open-swe,Open SWE,https://github.com/langchain-ai/open-swe,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,An engineering workflow system that turns tracked tasks into isolated coding runs and reviewable pull requests.,团队从 GitHub、Slack、Linear 或看板派任务，持续复用同一任务线程、CI 结果与评审反馈。,"ai-native, coding, workflow, collaboration",生产自建依赖 LangGraph Agent Server 许可 key，不能因应用 MIT 就宣称整栈无商业条件；开发中 API 会变化。,README L25-45、团队入口、L161,10737,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
115,1288,Zipstack/unstract,Unstract,https://github.com/Zipstack/unstract,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Turn documents into structured data using LLM-powered workflows.,业务与数据团队复用文档提取流程并通过 API 或 ETL 交付。,"documents, automation",SSO、企业 RBAC 等属于托管企业方案；核心 AGPL。,README L34–36、232：文档转 JSON；企业版能力单列。,7245,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
116,1632,ageerle/ruoyi-ai,RuoYi AI,https://github.com/ageerle/ruoyi-ai,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A full-stack AI platform with knowledge retrieval and visual workflows.,业务与研发共同维护模型、知识库和含人工审核的业务流程。,"knowledge, workflows",前端和管理端另仓；商业版独立，未核验具体 RBAC。,README L34–42：模型、知识、工具与人工审核节点。,5711,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
117,1748,katanaml/sparrow,Sparrow,https://github.com/katanaml/sparrow,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Extract structured document data and orchestrate processing workflows.,业务和数据团队通过统一 API 处理票据、验证结果并编排后续任务。,"documents, automation",README 同时写 GPL 和营收/专有使用限制，需核对具体许可；云后端可选，不能笼统承诺不出网。,README L11、30–37、947–951：文档 API、后端与许可。,5222,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
118,2678,peteromallet/desloppify,Desloppify,https://github.com/peteromallet/desloppify,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。,Measure code quality and guide agents through persistent improvement tasks.,团队在 CI 对完整项目设置质量门槛，持续跟踪结构问题和修复。,"code-quality, engineering",CI 跳过主观阶段，非 diff-only 扫描；商业化许可有条件，分数不是正确性证明。,README L5、65–76、103、150：检查、持久状态与许可。,3140,,,,,,,,,,False,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。
119,2941,leptonai/leptonai,Lepton AI SDK,https://github.com/leptonai/leptonai,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,Manage NVIDIA DGX Cloud Lepton workloads through Python and a CLI.,平台团队统一部署端点、训练任务、存储与集群，并复用代理技能。,"deployment, sdk",Apache 仅 Python 库，不代表云平台或 GPU 算力免费开源。,README L5、12–17、154：平台客户端与许可证。,2824,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
120,3600,carlvellotti/free-ai-courses,Full Stack PM AI Courses,https://github.com/carlvellotti/free-ai-courses,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。,Interactive AI-tool courses for product managers and non-engineers.,产品团队可用实际任务训练代理使用，建立与研发协作的共同方法。,"learning, product",CC BY-NC-ND，课程免费不代表宿主模型免费或可任意改编。,完整 README L7、23–33、93：课程受众和许可。,2179,,,,,,,,,,False,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。
121,3758,superglue-ai/superglue,superglue,https://github.com/superglue-ai/superglue,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Connect enterprise systems with AI-assisted integration workflows.,业务与工程团队共用数据映射、迁移和代理访问层，减少手动集成。,"integrations, business",平台 FSL、SDK MIT；效率与自动迁移效果未测，重要业务数据需人工验证。,README L17–21、34–38、90：ERP/CRM 与许可。,2062,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
122,3890,trycompai/comp,Comp AI,https://github.com/trycompai/comp,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"An AI-assisted compliance platform for evidence collection, policies, and controls.",合规团队集中整理证据、政策和控制实施任务。,"ai-native, compliance, governance",AGPL 核心与商业 /ee 分开；Docker/Vercel 部署步骤仍写 coming soon，不能保证认证结果。,README 自动证据收集、policy management、control implementation；开放核心声明。,1976,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
123,3978,diffgram/diffgram,Diffgram,https://github.com/diffgram/diffgram,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"An AI datastore with human supervision, annotation, and data workflows.",数据团队统一管理标注、预测和人工监督流程。,"annotation, datasets, human-in-the-loop",自定义 DLv2 商业许可；文档/HTML/DICOM 标为路线图，fak/DOS 是另仓。,README AI datastore、Human Supervision、Data Workflow。,1910,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
124,4093,sunmh207/AI-Codereview-Gitlab,AI Code Review GitLab,https://github.com/sunmh207/AI-Codereview-Gitlab,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"An AI code-review tool with repository integrations, dashboards, and messaging notifications.",研发团队在合并/提交时获得审阅记录，并把结果同步到团队通讯工具。,"ai-native, code-review, chatops",开源与 Pro 功能需区分；Task Flow 为另一个推荐项目，提交统计不能代表个人绩效。,README GitLab/GitHub/Gitea、钉钉/企微/飞书、审阅 Dashboard 和日报。,1852,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
125,4197,TimefoldAI/timefold-solver,Timefold Solver,https://github.com/TimefoldAI/timefold-solver,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"A Java and Kotlin constraint solver for scheduling, routing, and task assignment.",团队可优化排班、任务分配和资源计划。,"optimization, scheduling, planning",社区 Apache 与专有 Enterprise 分开；是传统优化 AI，不应标生成式 ai-native。,README Employee Rostering、Task Assignment 等约束求解场景。,1789,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
126,4246,anthropics/claude-agent-sdk-typescript,Claude Agent SDK TypeScript,https://github.com/anthropics/claude-agent-sdk-typescript,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,An SDK for embedding Claude Code capabilities into custom agents and workflows.,团队可将代码理解、文件操作和命令执行集成到内部服务。,"ai-native, sdk, agent-framework",受 Anthropic 商业服务条款约束，不能默认整套 MIT；运行权限需自行配置。,README 官方 Agent SDK 与原 Claude Code SDK 迁移说明。,1762,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
127,4468,kubeshop/testkube,Testkube,https://github.com/kubeshop/testkube,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A Kubernetes testing agent with workflow execution and AI integration surfaces.,工程团队可统一测试运行、结果与排障，把测试接入代理流程。,"testing, kubernetes, mcp, devops",本仓 MIT agent；跨集群控制台、SSO/SCIM、团队 RBAC 等属于控制平面。 Testkube AI 的工作流生成、失败分析、修复 PR 也列在商业控制平面。,README 自动测试、MCP/AI 和开源 standalone agent。,1659,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
128,5079,kodustech/kodus-ai,Kodus,https://github.com/kodustech/kodus-ai,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。,"An AI code-review platform with repository rules, memory, and review workflows.",团队统一 Kody Rules 和 PR 反馈，减少反复讲解工程约定。,"ai-native, code-review, collaboration",社区有规则/插件数量限制；Cockpit 属 Teams，SSO/RBAC/审计属 Enterprise。,README 组织/仓库/path规则、Kody Memory 和版本对照。,1408,,,,,,,,,,False,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。
129,5596,hexabot-ai/Hexabot,Hexabot,https://github.com/hexabot-ai/Hexabot,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"An automation runtime combining AI workflows, tools, memory, and messaging channels.",团队可复用跨渠道业务自动化。,"ai-native, automation, chatops",FCL-1.0-ALv2，不应当纯Apache；需Node及外部服务。,README v3 YAML、MCP/RAG与schema contracts。,1236,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
130,5690,cosmo-wander-ai/cosmo-edge,CosmoEdge,https://github.com/cosmo-wander-ai/cosmo-edge,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,An edge video-AI application engine with model orchestration and event workflows.,边缘平台团队可统一模型部署、告警和设备运营。,"edge-ai, video-analytics, deployment",Apache核心与商业模型/保护工具分开；各硬件模型和benchmark范围不同。,README多芯片engine/console、visual orchestration。,1214,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
131,5949,midas-research/audino,Audino,https://github.com/midas-research/audino,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"An audio annotation platform with user-level projects, tasks, and jobs.",语音团队可管理标注项目并导出训练数据。,"annotation, audio, datasets",CC BY-NC，商业团队需处理授权；v1/v2仍迁移中。,README v2、多语言、标签与任务。,1147,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
132,6547,tensorlakeai/tensorlake,Tensorlake,https://github.com/tensorlakeai/tensorlake,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,SDKs and interfaces for agent sandboxes and serverless orchestration.,平台团队可复用MicroVM与长任务运行API。,"ai-native, sandbox, orchestration",服务规模/性能宣传未测，源码SDK不证明完整云控制面开放。,README SandboxAPI、snapshots、fanout和PythonSDK。,1008,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
133,180,Kong/kong,Kong AI Gateway,https://github.com/Kong/kong,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"Gateway infrastructure for centralizing model and MCP traffic, authentication, routing, and observability.",平台团队为内部服务和智能体统一 AI 入口与访问策略，减少各项目重复接入和运维。,"gateway, mcp, governance",开源 Gateway、AI 插件、商业增强与 Konnect 边界需按功能确认，不宣称全部社区版可用。,README L6-10、L58、AI Gateway 产品入口,44162,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
134,206,PostHog/posthog,PostHog,https://github.com/PostHog/posthog,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,Product analytics and AI observability that connect runtime signals to investigation reports and reviewable fixes.,产品与研发共用行为、错误和模型调用数据，AI 将信号整理成报告或 PR，由团队评审处理。,"analytics, observability, review",MIT 核心与 ee 目录分开；具体 AI 功能的托管/自建边界未逐项核验。,README L24-38、L110,39877,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
135,309,ComposioHQ/composio,Composio,https://github.com/ComposioHQ/composio,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"SDKs for connecting agents to application tools with per-user authentication, sessions, and triggers.",工程团队统一接入员工使用的 SaaS 工具，并为不同用户建立独立认证会话，减少重复集成。,"integration, agents, development",仓库是 SDK monorepo；MIT 不代表整个 Composio 服务和工具后端均开源自建。,README L27-38,30267,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
136,333,nrwl/nx,Nx AI Tooling,https://github.com/nrwl/nx,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Monorepo tooling that connects coding agents to project context and AI-assisted CI diagnosis.,团队在同一 monorepo/CI 工作流中分析失败、提出修复并验证，减少本地与 CI 背景切换。,"ci, coding, operations",Nx 本地构建工具和云 CI 服务边界需分别确认，不将全部自修复能力视为免费本地功能。,README Why Nx L44-47,29361,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
137,368,PrefectHQ/fastmcp,FastMCP,https://github.com/PrefectHQ/fastmcp,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"A Python framework for building MCP servers, clients, and interactive tool applications.",工程团队将内部函数和数据包装成一致 MCP 接口，让不同 AI 客户端复用工具。,"mcp, framework, integration",私有 registry、SSO、工具 RBAC、组织审计属于 Horizon，不属于 FastMCP 核心框架。,README L29、L47、L79、Horizon L87-91,27809,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
138,438,sinaptik-ai/pandas-ai,PandasAI,https://github.com/sinaptik-ai/pandas-ai,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,A Python library for natural-language data analysis and chart generation.,数据团队可给非技术同事提供自然语言查询与图表入口，复用现有分析数据。,"analytics, data, development",库本身不是多人 BI 平台；ee 与托管企业服务独立；生成查询需验证。,README 定位、Usage、License,23805,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
