rank,id,repository,name,url,decision,decision_reason,description_en,team_reason,tags,limitations,source_evidence,stars_snapshot,live_checked_at,live_stars,live_archived,live_pushed_at,root_license,readme_url,readme_sha256,license_url,license_sha256,tested
113,1697,business-science/ai-data-science-team,AI Data Science Team,https://github.com/business-science/ai-data-science-team,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Build reproducible data pipelines with specialized agents and a visual studio.,数据团队保存项目、步骤谱系与可重现脚本，便于交接分析。,"data-science, workflows",Beta，0.1.0 前可能破坏兼容；team 主要指智能体。,README L20–37：Pipeline Studio、人工与 AI 步骤和保存。,5425,,,,,,,,,,False
114,1766,vitali87/code-graph-rag,Code-Graph-RAG,https://github.com/vitali87/code-graph-rag,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,Query and inspect code through a graph of source structure and runtime relationships.,开发团队复用代码关系和代理笔记，辅助排错、变更审查和交接。,"code-intelligence, knowledge",共享图的清空涉及所有项目；托管和企业服务另计。,README L45、55–71、146–147：图谱、MCP 笔记与共享图。,5156,,,,,,,,,,False
115,1792,Kiln-AI/Kiln,Kiln,https://github.com/Kiln-AI/Kiln,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,A local AI workbench with evaluations and Git-based collaboration.,产品、领域专家和 QA 可打分、补样本和标回归，通过 Git 与工程师协作。,"evaluation, collaboration",核心 Python/REST 为 MIT，桌面 app 为 source-available fair-code，不能统称 MIT。,README L46、56、95–103、136：跨角色协作与许可。,5078,,,,,,,,,,False
116,1876,aipoch/open-science,AIPOCH Open-Science,https://github.com/aipoch/open-science,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A local research workbench with notebooks and traceable artifacts.,研究团队可交接带生产代码和执行证据的图表、报告与项目产物。,"research, provenance",本地工作台，shared Notebook 不足以证明真人实时多人编辑。,README L46–48、113–114、134、168：可重现项目与 Provenance。,4789,,,,,,,,,,False
117,1904,pacifio/atlas,Atlas by pacifio,https://github.com/pacifio/atlas,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,"Track agent-generated changes with sessions, shared memory, and team sync.",团队将提交关联提示、工具和决策，通过组织同步交接编码上下文。,"ai-native, handoff",本地默认，团队同步需登录；Linux 构建未测试。,README L34–43、117、209：检查点、共享记忆与组织。,4729,,,,,,,,,,False
118,1914,benjitaylor/agentation,Agentation,https://github.com/benjitaylor/agentation,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,Turn visual UI feedback into structured annotations for coding agents.,产品、设计和 QA 标记页面元素，向开发及智能体交接准确定位与修改意见。,"design, feedback",反馈工具，不是多人看板；PolyForm Shield 许可。,README L11、38–49：标注、选择器和结构化 Markdown。,4706,,,,,,,,,,False
119,1933,latitude-dev/latitude-llm,Latitude,https://github.com/latitude-dev/latitude-llm,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Trace agent failures and turn them into reviewable fixes and regression checks.,团队把运行问题归组、交接给编码代理生成 PR，再用失败样本复核。,"llmops, evaluation",自修复为工作流定位，不保证自动正确；托管额度可能变化未作为推荐依据。,README L40–46：观察、signals、dispatch 与回归。,4663,,,,,,,,,,False
120,1938,rivet-dev/agentos,Rivet agentOS,https://github.com/rivet-dev/agentos,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,Embed agent runtimes with permissions and real-time multi-client collaboration.,工程团队可让多名用户观察和协作同一智能体，并统一会话记录。,"agents, collaboration",具备多人共同观察同一代理的集成能力，但仍是嵌入式 runtime，不是即用团队工作台；转工程组件栏目。,README L16–26、163、176–185：嵌入运行时、multiplayer 与权限。,4645,2026-09-21T16:20:44.400581+00:00,4647,False,2026-09-21T10:05:12Z,Apache-2.0,https://github.com/rivet-dev/agentos/blob/main/README.md,e68b61bd4b350a0b814c565f42a14748b12d59bdf81b9341e1e9a91dbb9a34ad,https://github.com/rivet-dev/agentos/blob/main/LICENSE,ae5364873a3070eac72eeed3f128e531ac971946eac544cc4e5536cd8ac6e0e9,False
121,2030,TencentCloud/Octop,Octop,https://github.com/TencentCloud/Octop,建议审阅,已有明确的真人团队使用证据；补查官方资料后进入用户审阅短名单。,A self-hosted assistant for small teams with per-user agents and workspaces.,小团队共用一个部署，通过 JWT 区分用户并把任务接到企业消息渠道。,"ai-native, teams",共享资源池和自主 AgentTeams 仍计划中；自建不等于云模型不出网。,README L50–52、66、108、495–496：多用户、工作区与审批。,4400,2026-09-21T16:20:44.456935+00:00,4501,False,2026-09-21T14:18:28Z,MIT,https://github.com/TencentCloud/Octop/blob/main/README.md,e223834edb2bc9f8a64f6c87937eb9a48ed959b3a082f875d19f51e06115c953,https://github.com/TencentCloud/Octop/blob/main/LICENSE,5f2089cdcc57d00c6b70c0fb83368cbf3a86bb57839385fc6ac9086878d606e8,False
122,2133,alexandreborges/malwoverview,Malwoverview,https://github.com/alexandreborges/malwoverview,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Enrich threat-intelligence queries with optional LLM analysis.,安全分析团队整合情报来源，将风险解释和分析建议交接给同事复核。,"security, analysis",AI 为可选增强，不是完整 SOC 协作系统；部分情报服务需付费密钥。,README About、L120、307–313：威胁分诊与 --enrich。,4095,,,,,,,,,,False
123,2217,claraverse-space/ClaraVerse,ClaraVerse,https://github.com/claraverse-space/ClaraVerse,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A self-hosted AI workspace with agent workflows and human review.,团队可复用集成与流程，并在人审看板中检查代理任务交付。,"ai-native, workspace",Crew 主要指智能体团队；同步默认针对设备，未核验企业 SSO/SCIM，AGPL。,README L23–25、47、140–142、189：账户、Crew、人审和共享集成。,3900,,,,,,,,,,False
124,2314,memodb-io/Acontext,Acontext,https://github.com/memodb-io/Acontext,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,Capture agent learnings as editable and shareable skill files.,团队可检查、纠正并复用代理经验，通过普通文件和 Git 交接上下文。,"memory, skills",自动归纳仍需审核；不是语义向量检索或多人权限后台。,README L30、40、47–50：技能记忆、可读文件和 ZIP 导出。,3691,,,,,,,,,,False
125,2355,synthetic-sciences/openscience,OpenScience by Synthetic Sciences,https://github.com/synthetic-sciences/openscience,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A research workbench with recorded experiments and inspectable outputs.,研究团队可交接代码、资料和实验过程，由人检查结果与证据。,"research, provenance",与 AIPOCH 同名项目独立；BioNeMo 接口实验性，未证明真人实时多人编辑。,README L31–39、111、123：工作台、工具、记录及权限。,3616,,,,,,,,,,False
126,2390,millionco/expect,Expect,https://github.com/millionco/expect,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Generate browser test plans from code changes and verify agent output.,研发与 QA 用真实浏览器检查变更，交接可复现问题和回归结果。,"testing, engineering",CI 自动批准测试计划且不提取 cookies，30 分钟超时；移动测试与托管企业版尚未来，未实测。,官方 CLI 子包 README L6、14–29：差异生成测试、Playwright 与实际登录态。,3551,,,,,,,,,,False
127,2444,jordan-gibbs/hyperresearch,Hyperresearch,https://github.com/jordan-gibbs/hyperresearch,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"A research workflow with persistent sources, citation checks, and resumable runs.",研究团队复用带来源的资料库、报告检查和运行清单，交接可追溯调查。,"research, provenance",榜单为内部测试且第三方验证待完成；不是准确性保证。,README L14、20、25–31：资料库、引用检查和恢复。,3474,,,,,,,,,,False
128,2478,HolmesGPT/holmesgpt,HolmesGPT,https://github.com/HolmesGPT/holmesgpt,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Investigate incidents with observability data and scheduled checks.,SRE 团队把告警、日志和知识库汇成调查结果，并交接修复建议。,"operations, incident-response",Operator 需 Kubernetes；README 同时述只读与写回/开 PR，不能称所有模式只读；Teams 经 Robusta。,README L11–29、79、96、129：调查、Operator 和集成。,3422,,,,,,,,,,False
129,2549,giancarloerra/SocratiCode,SocratiCode,https://github.com/giancarloerra/SocratiCode,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"Provide code search, dependency graphs, and reusable agent context.",研发团队复用代码与基础设施索引，辅助影响分析和跨代理交接。,"code-intelligence, context",共享团队云索引/SSO/审计为 private beta；本地多代理索引不等于多人权限。,README L42–52、1026：本地索引、多代理和云团队层。,3314,,,,,,,,,,False
130,2590,ColeMurray/background-agents,Open-Inspect,https://github.com/ColeMurray/background-agents,建议审阅,已有明确的真人团队使用证据；补查官方资料后进入用户审阅短名单。,A background coding system with multiplayer sessions and workplace integrations.,同事可在同一会话协作，通过 Slack、工单和 PR 交接任务并保留提交归属。,"coding, collaboration",仅限受信任的单组织部署；不校验每位用户的仓库权限，可访问共享 GitHub App 已授权的仓库，不能当作多租户隔离。,README L10–19、31–68、190：多人会话、GitHub App 和访问边界。,3263,2026-09-21T16:20:46.766852+00:00,3265,False,2026-09-21T16:14:27Z,MIT,https://github.com/ColeMurray/background-agents/blob/main/README.md,ffc32ccd0dd1bf5eb2d9f2e4b76a71665c8f452af6bd82564c64fb6979c60341,https://github.com/ColeMurray/background-agents/blob/main/LICENSE,2e230a59d412f03f5d6d57884ee0b0894599a1b90b8f864d280f1de9b48b7a76,False
131,2604,google/ax,AX (Google),https://github.com/google/ax,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,Declare and orchestrate sandboxed agent tasks and workspaces.,平台团队统一任务资源、预装上下文、网络白名单和恢复操作。,"infrastructure, agents",未稳定，可能重大破坏性变更；底层隔离依赖 Agent Substrate，规模宣称未实测。,README L7–13、47–55：声明式任务及 Task/Workspace/Gateway/Model。,3251,,,,,,,,,,False
132,2624,bradygaster/squad,Squad by bradygaster,https://github.com/bradygaster/squad,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Human-led agent workflows with repository-based decisions and task handoffs.,工程团队把代理角色和决策保留在仓库，通过 issue 分流、人审和升级机制协作。,"engineering, ai-native",主要人领导代理，不等同多人身份平台；预览 SDK 独立成熟度。,README L10–22、125、191–242：Alpha、文件状态与人工责任。,3215,,,,,,,,,,False
133,2625,mnemosyne-oss/mnemosyne,Mnemosyne,https://github.com/mnemosyne-oss/mnemosyne,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,A local memory layer with incremental synchronization and event history.,团队可在实例间同步记忆、交接上下文并保留变更事件。,"memory, collaboration",同步不自动证明访问隔离和冲突一致性；不是独立多租户平台。,README L24、427–435：SQLite、双向增量同步与团队用途。,3213,,,,,,,,,,False
134,2642,jmiao24/Paper2Agent,Paper2Agent,https://github.com/jmiao24/Paper2Agent,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Turn research papers and code into reusable MCP tools and skills.,研究团队把论文方法封装成可交接工具，降低同事重复搭建成本。,"research, mcp",自动生成可靠性需复核，原论文和代码授权分别适用。,README L8–16、37–55：论文加代码、生成服务与交付。,3182,,,,,,,,,,False
135,2645,smartloli/EFAK,EFAK-AI,https://github.com/smartloli/EFAK,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Monitor Kafka and investigate cluster data with an AI assistant.,运维团队共用实时指标和自然语言诊断，交接性能与消费延迟分析。,"operations, monitoring",建议不等于已验证修复；未核验多人权限粒度。,README L10–25：Kafka 管理、模型函数调用和图表。,3181,,,,,,,,,,False
136,2709,rpamis/comet,Comet,https://github.com/rpamis/comet,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Manage resumable coding tasks, shared knowledge, and skill evaluation.",团队保存需求、依赖、验收与归档，通过可检查状态和技能评估交接工作。,"engineering, workflows",Native 与 Classic 独立流程；多代理不是多人权限平台，评分不保证质量。,README L41–55、67：Native/Classic、任务状态和评估。,3093,,,,,,,,,,False
137,2784,deepnote/deepnote,Deepnote Open Source,https://github.com/deepnote/deepnote,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,Local data notebooks with AI integration and version-friendly project files.,数据团队可用清晰 notebook 差异交接分析，再按需使用云端共同编辑。,"notebooks, data",同一 notebook 多人协作与更强算力属于 Deepnote Cloud，不全在开源核心。,README L26–35：本地开源、YAML 和 Cloud 分工。,3008,,,,,,,,,,False
138,2830,paperswithcode/releasing-research-code,Tips for Publishing Research Code,https://github.com/paperswithcode/releasing-research-code,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,A checklist and README template for reproducible ML research releases.,研究团队统一依赖、训练、评估及复现命令，改善交接和成果发布。,"research, reproducibility",属于工程方法；NeurIPS 2021 说明是历史背景，不当作当前会议要求。,README L7–25：研究代码完整性五项检查。,2961,,,,,,,,,,False
139,2908,thepersonalaicompany/amurex,Amurex Meeting Copilot,https://github.com/thepersonalaicompany/amurex,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"Capture meeting details, summaries, and follow-up actions.",参会同事可整理会议要点、行动项和迟到回顾，便于工作交接。,"meetings, collaboration",本仓为 Chrome 会议扩展，不代表 Amurex 全部生态功能；未实测转写质量。,README L24、30–32、37–56：会议插件与 Meet/Teams。,2871,,,,,,,,,,False
140,2912,cabinetai/cabinet,Cabinet,https://github.com/cabinetai/cabinet,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A file-based AI workspace with persistent knowledge and internal channels.,团队可用可版本化资料、决策和人机频道衔接工作任务。,"ai-native, knowledge",AI team 主要代理，不推断组织鉴权；调用外部模型不能保证数据绝不离机。,README L17、121、132–140：Markdown、Git 与内部聊天。,2869,,,,,,,,,,False
141,2921,modelcontextprotocol/ext-apps,MCP Apps,https://github.com/modelcontextprotocol/ext-apps,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"Build interactive forms, charts, and tool interfaces inside MCP clients.",团队应用把代理结果转为可审阅与操作的 UI，提高人机协作可见性。,"mcp, ui",需合规宿主支持；规范/SDK 不是现成多人平台。,README L8–10、51–55：交互 UI 标准和构建技能。,2859,,,,,,,,,,False
142,2944,datachain-ai/datachain,DataChain,https://github.com/datachain-ai/datachain,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,"Turn unstructured files into typed, versioned datasets with lineage.",数据团队复用明确版本和来源的上下文，避免重复处理并便于交接。,"data, provenance",共享注册表、分布式计算、MCP 和权限在 Studio，不全属本地库。,README L9–17、143–147、345–361：数据集与 Studio 分工。,2820,,,,,,,,,,False
143,2970,visa/visa-vulnerability-agentic-harness,Visa Vulnerability Agentic Harness,https://github.com/visa/visa-vulnerability-agentic-harness,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"A workflow for vulnerability discovery, remediation, and validation.",安全与研发团队通过静态种子、候选发现、修复和验证结果交接问题。,"security, code-review",修复和验证在默认配置中关闭；LLM 发现与补丁需人审，仅限授权代码，未实测。,README L24–29、73：四阶段流程和人工分诊边界。,2792,,,,,,,,,,False
144,3038,Owl-Listener/designer-skills,Designer Skills Pack,https://github.com/Owl-Listener/designer-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Reusable skills for design research, systems, and team operations.",设计团队共用评审、交接规格、流程节奏与设计债整理方法。,"skills, design",技能库非设计协作应用；宿主费用与产品信息不以本 README 为权威。,README L3–7、58、79、95：设计/领导力及协作流程。,2705,,,,,,,,,,False
145,3083,mito-ds/mito,Mito,https://github.com/mito-ds/mito,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,Jupyter extensions combining AI assistance and spreadsheet-driven Python.,数据团队通过表格操作生成可交接 Python 分析，并在 notebook 内检查和调试。,"notebooks, analytics",Mito Pro 与开源能力需按方案区分，不把生成代码视作自动生产可靠。,完整 README L24–28：AI、表格与 Streamlit/Dash。,2648,,,,,,,,,,False
146,3097,org2AI/ORG2,ORG-2,https://github.com/org2AI/ORG2,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,A coding-agent workbench that records replayable sessions and supports contextual trajectory review.,同事可回放智能体如何完成工作、在上下文中评论，把代码改动追溯到请求和执行会话。,"ai-native, coding, review, traceability",组织级项目管理、自建 Supabase 会话协作和群组 Issue 工作流仍标 WIP，不能当成成熟完整平台。,README L36-38、L70-76、L141-149,2631,,,,,,,,,,False
147,3103,zilliztech/memsearch,MemSearch,https://github.com/zilliztech/memsearch,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,Capture and retrieve agent memory from versioned Markdown sources.,团队可复用项目笔记与语义检索，跨编码工具交接上下文。,"memory, context",多用户需专用 Milvus；跨工具记忆不自动等于权限隔离，后台归纳需复核。,README L41–44、255：Markdown、影子索引和团队 Milvus。,2626,,,,,,,,,,False
148,3125,apache/hamilton,Apache Hamilton,https://github.com/apache/hamilton,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,Define reusable data and ML workflows as inspectable Python DAGs.,数据科学、工程与运维共用流程和 UI，检查结果、排查失败并交接。,"data, workflows",数据流程框架，UI 和执行环境需另部署，不是现成业务助手。,README 项目概述及 L89–93：DAG 与跨职能协作。,2594,,,,,,,,,,False
149,3201,moazbuilds/CodeMachine-CLI,CodeMachine,https://github.com/moazbuilds/CodeMachine-CLI,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Capture and reuse long-running coding-agent workflows.,工程团队将研究、实现和审查步骤显式化，跨项目复用并交接上下文。,"engineering, workflows",headless 代理层，自动化程度可变，不等于默认人工审批。,完整 README L11、19、29–43：工作流定义、持久化和编排。,2511,,,,,,,,,,False
150,3202,pingcap/ossinsight,OSSInsight,https://github.com/pingcap/ossinsight,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Explore open-source activity with AI-assisted analytics.,团队可调查 AI 工具生态、仓库活动与协作网络，辅助选型研究。,"analytics, research",贡献统计不是人员绩效或项目质量的直接证明，排名和总量未刷新。,README L4–5、Data Explorer、47、102：GitHub 事件与探索。,2508,,,,,,,,,,False
151,3207,mattzcarey/shippie,Shippie,https://github.com/mattzcarey/shippie,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Review pull requests with an agent that inspects code and developer tools.,研发团队将聚焦问题的评论接入 PR，辅助人工发现缺陷和边界条件。,"code-review, engineering",需代码与 PR 写权限；不是自动替代人工评审，旧称 Code Review GPT。,README L11–17、25–35：diff、MCP 和 CI 工作流。,2505,,,,,,,,,,False
152,3285,shepherd-agents/shepherd,Shepherd,https://github.com/shepherd-agents/shepherd,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Record and supervise agent work through reversible execution traces.,团队先审工作区产物和执行记录，再选择应用或放弃结果。,"agents, provenance",early alpha；macOS/Linux 执行 OS 级授权，Windows 不支持需 WSL；外部副作用不一概可回滚。,README L12、24–29、142–168：early alpha、trace 与权限。,2433,,,,,,,,,,False
153,3312,sdi2200262/agentic-project-management,Agentic Project Management,https://github.com/sdi2200262/agentic-project-management,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Coordinate agent work through persistent plans and explicit handoffs.,团队可检查规格、规则、任务总结和交接文件，保持跨会话项目状态。,"project-management, engineering",人手执行每次代理交换，并非自动编排后台；不同于微软同缩写 APM。,README L9–23、31–35：Planner/Manager/Workers 和人工中转。,2413,,,,,,,,,,False
154,3321,dsphper/lanhu-mcp,Lanhu MCP,https://github.com/dsphper/lanhu-mcp,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,Share design and requirements context with agents through Lanhu.,设计、开发和测试共用需求与设计稿，通过留言板和飞书提醒交接分析。,"mcp, collaboration, design",企业级权限仍计划中；协作者记录不是蓝湖官方组织成员权威来源。,README L30–38、97–112、441–446、971：共享知识和路线图。,2402,,,,,,,,,,False
155,3369,beenuar/AiSOC,AiSOC,https://github.com/beenuar/AiSOC,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Investigate security events with replayable agent traces.,安全团队集中查看事件、调查步骤和判断依据，支持分析交接。,"security, operations",无 key 的 sandbox demo 是模拟器，部分 npm/视频待发布，不能证明真实检测效果。,README L7、34–50、64：SOC 栈、ledger 与演示。,2359,,,,,,,,,,False
156,3380,Alex-Rachel/TEngine,TEngine,https://github.com/Alex-Rachel/TEngine,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A Unity framework with agent-assisted development workflows.,游戏研发团队共用架构查询、任务分级和规范检查，协作维护 Unity 项目。,"skills, game-development",AI 是项目开发工作流而非游戏内模型功能；框架与 MCP 环境需另配置。,README L89–100、232、273：tengine-dev skill、Unity-MCP 与规范漂移检查。,2349,,,,,,,,,,False
157,3400,southleft/figma-console-mcp,Figma Console MCP,https://github.com/southleft/figma-console-mcp,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"Connect design systems, code tokens, and Figma editing to agents.",设计与研发同步 tokens、检查组件和版本差异，交接可编辑设计资产。,"mcp, design",功能依本地/云模式和 Figma API；自动扫描不等于可访问性认证。,README L9、17–28、410：双向同步、审计和团队库。,2338,,,,,,,,,,False
158,3450,redhat-et/ripwire,Ripwire,https://github.com/redhat-et/ripwire,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,Build code-context maps and impact information for coding agents.,研发团队复用确定性调用图、影响范围和测试定位，辅助审查与交接。,"code-intelligence, engineering",部分规则未验证且人类友好输出仍路线图；性能/token 数据未复现。,README L12–15、978、1097：代码图和成熟度。,2287,,,,,,,,,,False
159,3457,jsbroks/coco-annotator,COCO Annotator,https://github.com/jsbroks/coco-annotator,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,Create and export image annotations for machine learning.,视觉团队共用网页标注与数据格式，准备可交接训练集。,"data-labeling, vision",高级企业工具 DataTorch 独立；未验证部署维护和多用户粒度。,README L37、75–94：标注、COCO 导出及功能。,2283,,,,,,,,,,False
160,3551,MCPJam/inspector,MCPJam,https://github.com/MCPJam/inspector,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,Test MCP integrations with shared workspaces and cross-client evaluations.,工具团队同步服务器配置，比较客户端行为并在 CI 检查回归。,"mcp, testing, teams",托管版仅 HTTPS，不含 stdio、隧道、skills/tasks；本地版范围不同。,README L19、37–39、57、94、121：测试与团队同步。,2222,,,,,,,,,,False
161,3562,AnotiaWang/deep-research-web-ui,Deep Research Web UI,https://github.com/AnotiaWang/deep-research-web-ui,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Produce cited research reports with inspectable evidence and follow-ups.,研究团队可导出报告、检查来源并保留修改前历史，便于复核交接。,"research, provenance",客户端模式仍向配置服务发送 API 请求；服务端共享 key 不等于组织权限。,README L5、11–18：研究树、导出和引用追问。,2212,,,,,,,,,,False
162,3600,carlvellotti/free-ai-courses,Full Stack PM AI Courses,https://github.com/carlvellotti/free-ai-courses,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,Interactive AI-tool courses for product managers and non-engineers.,产品团队可用实际任务训练代理使用，建立与研发协作的共同方法。,"learning, product",CC BY-NC-ND，课程免费不代表宿主模型免费或可任意改编。,完整 README L7、23–33、93：课程受众和许可。,2179,,,,,,,,,,False
163,3618,kaixxx/noScribe,noScribe,https://github.com/kaixxx/noScribe,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Transcribe interviews locally for research and journalism.,研究团队可在本机整理访谈文本，再人工核对并交接分析材料。,"transcription, research",单机转写非多人访谈管理系统；官网为 noscribe.de，未验证准确率。,完整 README L18–21：研究受众、本地运行和 GPL。,2165,,,,,,,,,,False
164,3746,UniversalDataTool/universal-data-tool,Universal Data Tool,https://github.com/UniversalDataTool/universal-data-tool,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,"Collaboratively annotate images, text, audio, and documents.",数据团队实时共同标注并用标准格式交接训练数据。,"data-labeling, collaboration",最近推送为 2025-03-15，距核查日超过一年；维护与现代部署兼容性待确认。免注册协作不等于企业身份隔离。,README L26–39、55：多模态标注和实时协作。,2073,2026-09-21T16:20:46.947596+00:00,2073,False,2025-03-15T02:09:07Z,MIT,https://github.com/UniversalDataTool/universal-data-tool/blob/master/README.md,837ebc35697fa9cbe6f7c79ede04f0ea4bb0ac39b97b3e90929cfc8d00fb1c80,https://github.com/UniversalDataTool/universal-data-tool/blob/master/LICENSE,7c65062117526f7cec40896a71b8dfab96da54194f61b18b95816920839da172,False
165,3780,Cloud-CV/EvalAI,EvalAI,https://github.com/Cloud-CV/EvalAI,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,Host ML evaluations with shared submissions and leaderboards.,研究团队统一数据划分、评估协议和提交结果，协作比较实验。,"evaluation, research",基准基础设施，容器评估和额外算力需配置，不保证排名代表泛化。,README L18–28、38：评估平台、私有榜单和远端 workers。,2041,,,,,,,,,,False
166,3870,forloopcodes/contextplus,Context+,https://github.com/forloopcodes/contextplus,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"An MCP server for semantic code search, structural navigation, and change-impact analysis.",研发团队可让助手查询大型代码库结构与引用影响，提高交接和修改上下文质量。,"ai-native, mcp, code-search",准确率宣传未验证；是代码上下文组件，不是团队权限平台。,README AST 结构、语义检索、符号引用和静态分析工具。,1986,,,,,,,,,,False
167,4040,yoanbernabeu/grepai,grepai,https://github.com/yoanbernabeu/grepai,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,A semantic code-search CLI and MCP server with call-graph tracing.,团队可让助手检索代码意图并分析调用影响，辅助交接与修改。,"ai-native, code-search, mcp",本地隐私取决于实际嵌入配置；节省 token 的效果未测。,README embedding 检索、调用图、文件监听与 MCP。,1880,,,,,,,,,,False
168,4114,korotovsky/slack-mcp-server,Slack MCP Server,https://github.com/korotovsky/slack-mcp-server,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"A third-party MCP server for searching Slack messages, threads, and workspace context.",团队助手可检索频道和线程，汇总沟通上下文。,"ai-native, mcp, slack, knowledge-management",非 Slack 官方；优先合规 OAuth 接入，stealth 不是免除访问授权；发消息默认禁用。,README 消息搜索、分页历史、DM/群聊和 OAuth。,1838,,,,,,,,,,False
169,4143,phodal/routa,Routa,https://github.com/phodal/routa,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A workspace-based coordination platform for agent-driven software delivery.,研发团队可集中审阅任务、轨迹、交付证据和验收状态。,"ai-native, software-delivery, agent-orchestration",多代理协调不自动证明多人访问控制；代理验证不取代人工验收。,README 工作空间看板、任务/代码库视图、计划审批及 GATE 验证。,1819,,,,,,,,,,False
170,4182,AI-Citizen/SolidGPT,SolidGPT,https://github.com/AI-Citizen/SolidGPT,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,An AI search assistant for codebases and Notion workspace content.,研发团队可结合代码与工作文档理解项目上下文。,"ai-native, code-search, knowledge-management",建议少于100文件、最多500文件；未证明组织权限与大仓库规模能力。,README 代码语义检索和 Notion onboarding。,1796,,,,,,,,,,False
