rank,id,repository,name,url,decision,decision_reason,description_en,team_reason,tags,limitations,source_evidence,stars_snapshot,live_checked_at,live_stars,live_archived,live_pushed_at,root_license,readme_url,readme_sha256,license_url,license_sha256,tested,live_errors
116,4131,Datus-ai/Datus-agent,Datus,https://github.com/Datus-ai/Datus-agent,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,"A data engineering agent connecting warehouses, semantic layers, BI, and shared context.",数据工程师与分析师通过 CLI、聊天和 API 共享指标、SQL 与反馈知识。,"ai-native, data-engineering, analytics, knowledge-management",授权与沙箱效果未实测；需配置现有数据平台。,README 团队 PostgreSQL 上下文、Slack/飞书、SQL 授权和 OTLP。,1824,,,,,,,,,,False,
117,4211,coderabbitai/git-worktree-runner,Git Worktree Runner,https://github.com/coderabbitai/git-worktree-runner,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,A Git worktree CLI with agent integration and repeatable per-branch setup.,研发团队可提交共享分支环境配置，用于 PR 审阅和代理隔离工作目录。,"developer-tools, git, ai-coding",worktree 不提供 OS 沙箱；共享 hooks 信任后才执行。,README .gtrconfig 团队默认值和执行配置显式 trust。,1780,,,,,,,,,,False,
118,4218,WuKongOpenSource/Wukong-AICRM,Wukong AICRM,https://github.com/WuKongOpenSource/Wukong-AICRM,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,"An AI CRM combining customer records, communication history, tasks, and company knowledge.",销售、售前和客户成功团队共享客户上下文、任务分配与经验。,"ai-native, crm, sales, collaboration",当前源码仅非商业用途开放；生产部署、商业使用和托管需另行商业授权。,README 明确团队协同、AI 客户分析、知识查询和任务。,1777,,,,,,,,,,False,
119,4236,Besty0728/Unity-Skills,UnitySkills,https://github.com/Besty0728/Unity-Skills,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"A REST-based Unity automation toolkit with agent skills, approval modes, and audit logs.",游戏团队可复用编辑器操作，并对代理调用进行审批和审计。,"ai-native, game-development, skills, governance",维护基线 Unity2022.3+/6；旧版升级保留 Bypass，不能假定自动开启审批。,README REST 工具、三档权限、JSONL 日志和回滚。,1769,,,,,,,,,,False,
120,4280,VertaAI/modeldb,ModelDB,https://github.com/VertaAI/modeldb,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,A system for versioning ML models and tracking experiment metadata.,模型团队共享实验报告并追踪代码、数据、配置及环境。,"mlops, experiment-tracking, model-registry",README 维护主体自述未另查；部署兼容性未实测。,README 可复现模型、实验管理、报告和审计。,1749,,,,,,,,,,False,
121,4282,NanmiCoder/dsh-agent-teams,DSH Agent Teams,https://github.com/NanmiCoder/dsh-agent-teams,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"A DeepSeek Harness plugin for durable agents, dependency-aware tasks, and reviewable execution.",研发团队可查看任务 DAG、执行归档并审批代理工作计划。,"ai-native, agent-orchestration, workflow",依赖预发布 Harness；scope audit 是完成时审计而非写操作拦截，代理 team 非真人权限。,README 持久子代理、邮箱、任务调度、Approve & Run、可选质量门。,1747,,,,,,,,,,False,
122,4336,nikilster/clawflows,ClawFlows,https://github.com/nikilster/clawflows,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Reusable, versioned workflow definitions for OpenClaw automation.",团队可共享会议准备、邮件处理等流程模板并进行版本回滚。,"ai-native, workflow, automation",许多模板是个人用途，依赖 OpenClaw/外部服务；works every time 不作保证。,README 纯文本工作流、版本化复用与社区流程。,1716,,,,,,,,,,False,
123,4376,mlrun/mlrun,MLRun,https://github.com/mlrun/mlrun,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"An orchestration platform for continuous AI applications, pipelines, and model operations.",数据、ML 与 DevOps 团队共享可版本化项目和 CI/CD 交付流程。,"mlops, orchestration, collaboration",减少成本/交付时间为宣传，实际部署资源与集成需验证。,README 全生命周期、数据血缘、项目导入导出及 Git 映射。,1697,,,,,,,,,,False,
124,4396,qufei1993/skills-hub,Skills Hub,https://github.com/qufei1993/skills-hub,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,A desktop library for organizing and synchronizing agent skills across tools and repositories.,团队可通过 Git 仓库共享技能内容、标签及项目级配置。,"ai-native, skills, developer-tools",Git 同步不是内置成员治理；软链接/复制行为依赖平台。,README 中心库、多工具同步、GitHub/GitLab/Gitee 跨设备库。,1692,,,,,,,,,,False,
125,4412,lst97/claude-code-sub-agents,Claude Code Subagents Collection,https://github.com/lst97/claude-code-sub-agents,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Reusable specialist-agent definitions for software-development workflows.,团队可共享前后端、测试、安全与产品角色的工作规范。,"ai-native, agent-configurations, developer-tools",提示定义不保证专业正确性或强制质量门；多代理非多人。,README 33 种专门代理、质量校验和工作流配置。,1685,,,,,,,,,,False,
126,4445,iwe-org/iwe,IWE,https://github.com/iwe-org/iwe,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"A Markdown knowledge graph with editor integration, CLI queries, and MCP access.",团队可用 Git 共享决策和知识结构，让人和代理查询同一份文件。,"knowledge-management, mcp, developer-tools",明确核心无内置 AI；liwe 库 API 未稳定，Mac 应用与技能另仓。,README Markdown 图、LSP、结构查询、MCP 和 OKF。,1670,,,,,,,,,,False,
127,4473,AvdLee/Swift-Concurrency-Agent-Skill,Swift Concurrency Agent Skill,https://github.com/AvdLee/Swift-Concurrency-Agent-Skill,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Agent guidance for Swift concurrency, performance, and strict-concurrency migration.",Swift 团队可共享迁移规则、并发排错和异步测试指导。,"ai-native, skills, swift",指南不代替编译与并发测试，未安装运行。,README 明确团队 Swift6 迁移、actors/tasks/Sendable 和项目分发。,1657,,,,,,,,,,False,
128,4485,AgentEra/Agently,Agently,https://github.com/AgentEra/Agently,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"An AI application runtime for structured requests, observable actions, and recoverable workflows.",工程团队可共同维护提示契约、执行追踪和长流程审批。,"ai-native, agent-framework, workflow",Session 不等于持久工作流；开源核心与生态服务分开。,README structured output、Actions、TriggerFlow 与可审阅 YAML/JSON 契约。,1652,,,,,,,,,,False,
129,4531,codeaholicguy/ai-devkit,AI DevKit,https://github.com/codeaholicguy/ai-devkit,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"A local control layer for coding agents with shared configuration, memory, and engineering skills.",研发团队把多工具设置、工程规范与可检索决策随仓库共享。,"ai-native, developer-tools, skills",本地控制层，不是托管多人权限平台；跨 agent 通信依客户端支持。,README .ai-devkit.json、console、memory 和 dev-lifecycle。,1631,,,,,,,,,,False,
130,4583,repplus/rep-chrome,rep+,https://github.com/repplus/rep-chrome,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A Chrome DevTools extension for HTTP inspection and replay with LLM assistance.,开发安全团队可共享请求样本和脱敏截图，辅助调试分析。,"ai-assisted, security, developer-tools",本地浏览器扩展；扫描范围有限，调用 LLM 的数据路径需配置，未运行测试。,README AI 集成、JSON 导出/导入、replay 和截图标注。,1609,,,,,,,,,,False,
131,4586,AMAP-ML/LongHorizon-Harness,LongHorizon Harness,https://github.com/AMAP-ML/LongHorizon-Harness,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A persistent execution loop for coding and computer-use agents with verification and checkpoints.,团队可查看长期任务进展、审批和恢复证据，支持多阶段交付。,"ai-native, agent-harness, workflow",DeepSeek 当前 phase1 CLI，GUI/MCP 待后续；长时成功率未测。,README plan/act/verify/checkpoint、Web dashboard、角色后端。,1606,,,,,,,,,,False,
132,4619,pedrohcgs/claude-code-my-workflow,Claude Code Academic Workflow,https://github.com/pedrohcgs/claude-code-my-workflow,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Reusable workflows for research writing, data analysis, and reproducibility review.",研究团队可共享论文、课件和数字结论追溯规范。,"ai-native, research, skills, reproducibility",并非自主 daemon，循环由用户/技能发起；质量门效果未实测。,README /audit-reproducibility、passport 状态和共用 MEMORY。,1593,,,,,,,,,,False,
133,4693,Memento-Teams/Memento-Skills,Memento Skills,https://github.com/Memento-Teams/Memento-Skills,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A skill-centric agent runtime with persistent context and guarded skill evolution.,团队可复用积累技能并通过审计、质量检查与回滚管理迭代。,"ai-native, skills, agent-runtime",桌面/服务/研究模块需区分；技能演化效果和隔离未测。,README guarded evolution、技能部署和企微 gateway。,1561,,,,,,,,,,False,
134,4713,kenryu42/cc-safety-net,CC Safety Net,https://github.com/kenryu42/cc-safety-net,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,A command-analysis guard for coding CLIs with shareable policies and local audit logs.,团队可通过 Git 共享危险命令与敏感路径规则。,"ai-native, security, governance",坏配置 fail-open；不是 OS 沙箱，文档指出部分 CLI/交互输入未覆盖；hook 需各端安装。,README 团队配置、执行前检查和审计。,1551,,,,,,,,,,False,
135,4743,video-db/Director,Director,https://github.com/video-db/Director,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"A VideoDB-based framework for video search, editing, generation, and agent workflows.",媒体团队可复用摘要、片段和分享工作流。,"ai-native, video, automation",依赖 VideoDB 和生成服务，不是独立全量视频基础设施。,README 视频检索/剪辑与 Slack highlights 示例。,1538,,,,,,,,,,False,
136,4764,kai-scheduler/KAI-Scheduler,KAI Scheduler,https://github.com/kai-scheduler/KAI-Scheduler,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,A Kubernetes scheduler for fair and efficient GPU allocation across AI workloads.,平台团队可在共享 GPU 集群中平衡不同团队的资源需求。,"ai-infrastructure, gpu, scheduling",需 Kubernetes 资源与策略配置，规模/性能未测。,README fairness、gang scheduling、时间份额及 reservations。,1528,,,,,,,,,,False,
137,4811,NPC-Worldwide/npcpy,npcpy,https://github.com/NPC-Worldwide/npcpy,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"A Python library for multimodal agents, knowledge graphs, and reusable context-tool definitions.",开发团队可共享角色/工具定义并通过 API 服务化代理流程。,"ai-native, agent-framework, knowledge-graph",team 指代理；自动执行代码需受控配置，Incognide 是另产品。,README NPC/Jinx/team.ctx、知识图和 Flask serving。,1507,,,,,,,,,,False,
138,4825,six2dez/burp-ai-agent,Custom AI Agent for Burp,https://github.com/six2dez/burp-ai-agent,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"A Burp Suite extension integrating models, MCP clients, and AI-assisted security workflows.",安全团队可把既有 Burp 测试与代理工具、审计串联。,"ai-native, security, mcp",非 Burp 内置 AI；官方 README 披露0.9.x问题并称1.0修复，未独立验证；未运行扫描。,README 更名说明、被动/主动扫描、工具审批和 JSONL 日志。,1502,,,,,,,,,,False,
139,4900,ghostwright/phantom,Phantom,https://github.com/ghostwright/phantom,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,A persistent AI coworker running on its own machine with Slack and web access.,团队可通过 Slack 请求工作，并共享报告、仪表盘和内部工具。,"ai-native, chatops, automation",高度自主可执行基础设施操作；自述案例非实测，公开 URL 仍需配置认证。,README 独立机器、standup、共享 URL 与定期报告。,1471,,,,,,,,,,False,
140,4904,actionbook/rust-skills,Rust Skills,https://github.com/actionbook/rust-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Reusable Rust development guidance and dependency-aware skills for coding agents.,Rust 团队可共享编码约定、领域架构和依赖上下文。,"ai-native, skills, rust",CoWork 包管理属另项目；领域正确性宣传未验证。,README Domain/Design/Mechanics、Cargo.toml 动态技能与 guidelines。,1470,,,,,,,,,,False,
141,4936,nduckmink/arkon,Arkon,https://github.com/nduckmink/arkon,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,An organizational knowledge hub that compiles documents into a reviewed wiki and serves permission-scoped context through MCP.,按部门与角色提供组织知识，编辑者审阅知识更新计划，支持草稿审批、版本回退和管理操作审计。,"knowledge, mcp, governance, self-hosted",采用 PolyForm Internal Use，不能按标题直接标为 OSI 开源；通知系统和员工 CLI 等仍未完成。,README L13-19、L29-43、L55-59、L185-208,1458,,,,,,,,,,False,
142,5012,plugin87/ux-ui-agent-skills,UX/UI Agent Skills,https://github.com/plugin87/ux-ui-agent-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Design-system instructions and validation tools for agent-generated interfaces.,设计研发团队可共享 tokens、可访问性与交互质量检查。,"ai-native, skills, design, accessibility",专家年限和每次可用为宣传，自动检查不等于完整可访问性认证。,README 设计系统、运行脚本、WCAG/axe/focus 等 gates。,1429,,,,,,,,,,False,
143,5063,larlarua/AutoCVE,AutoCVE,https://github.com/larlarua/AutoCVE,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,An AI-assisted source-audit workflow for vulnerability investigation and reporting.,安全团队可集中管理项目审计、验证记录与报告。,"ai-native, security, code-audit",一键 CVE 不保证有效漏洞或编号授予；AGPL，未执行审计/利用。,README 项目导入、agent审计、漏洞管理与 runtime。,1412,,,,,,,,,,False,
144,5078,Houseofmvps/codesight,codesight,https://github.com/Houseofmvps/codesight,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"A repository-mapping tool generating agent context, code wikis, and MCP interfaces.",研发团队可共享项目结构知识，辅助上手与变更分析。,"ai-native, code-intelligence, mcp",TypeScript 用 AST，其余主要 regex；性能/准确率未测，不混称全部语义解析。,README AST wiki、框架/ORM 识别和 MCP。,1408,,,,,,,,,,False,
145,5118,m0n0x41d/haft,Haft,https://github.com/m0n0x41d/haft,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Project memory and governance records for AI-assisted engineering.,团队通过 Git 共享决策和证据，同步后可明确处理冲突。,"ai-native, governance, project-memory",v9 无内置 agent executor；语义分类不是发布授权，需由实际流程执行。,README typed records、Markdown carriers、haft sync 和人工决策。,1393,,,,,,,,,,False,
146,5127,aws-samples/generative-ai-use-cases,GenU,https://github.com/aws-samples/generative-ai-use-cases,建议审阅,已有明确的真人团队使用证据；补查官方资料后进入用户审阅短名单。,A deployable collection of generative-AI business applications with shareable use cases and chats.,员工可共享自定义用例、会话与提示，复用业务实践。,"enterprise-ai, collaboration, aws",根许可证为 MIT-0；需要 AWS 服务及对应费用，分享范围需配置；示例架构不是合规保证。,README 登录用户共享用例、JSON 导入导出和会话分享。,1388,2026-09-21T16:23:12.638180+00:00,1388,False,2026-09-13T22:00:38Z,MIT-0,https://github.com/aws-samples/generative-ai-use-cases/blob/main/README.md,f5aaba30384f294327878bbb9da3d9ca2e75b6eba5eb7453a0fdc7a6f8b8a381,https://github.com/aws-samples/generative-ai-use-cases/blob/main/LICENSE,7cb750713252efd1d578837ba8785b61319109906f0c10b87adab7cf4badfc42,False,
147,5175,quiltdata/quilt,Quilt,https://github.com/quiltdata/quilt,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,Versioned scientific-data packages and tools for reproducible data reuse on AWS.,科研数据团队可共享带元数据、文档和血缘的可重现数据包。,"data-management, reproducibility, mlops",完整搜索可视化、多用户协作治理属企业平台，非本仓全量开放能力。,README 开源 SDK/CLI、S3 包版本与 documentation。,1370,,,,,,,,,,False,
148,5184,truongduy2611/app-store-preflight-skills,App Store Preflight Skills,https://github.com/truongduy2611/app-store-preflight-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Agent checks for common App Store submission problems.,移动团队可共享送审清单并检查代码、配置与元数据。,"ai-native, skills, mobile, release-management",不保证通过苹果审核；指南时效与业务适用需核验。,README 项目扫描、按应用类型 checklist、asc集成。,1368,,,,,,,,,,False,
149,5249,MaJerle/c-code-style,C Code Style,https://github.com/MaJerle/c-code-style,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,C coding conventions with clang-format configuration and coding-agent integration.,C团队可共享代码规范并用格式化工具和技能减少风格漂移。,"team-practices, skills, c",规则目标是风格一致，不是缺陷或安全验证；根README为符号链接。,CODING_RULES.md明确 AGENTS.md、Claude skill 与 clang-format集成。,1347,,,,,,,,,,False,
150,5248,fastclaw-ai/fastclaw,FastClaw,https://github.com/fastclaw-ai/fastclaw,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,"An agent-management runtime with user scopes, shared resources, and per-agent controls.",管理员可向用户共享模型/技能，用户拥有私有覆盖和隔离会话。,"ai-native, multi-user, agent-operations",Source Available，限制跨组织SaaS与移除品牌；隔离效果未测。,README admin/user/agent key、Public access及per-chatter memory。,1347,,,,,,,,,,False,
151,5273,RefoundAI/lenny-skills,Lenny Product Skills,https://github.com/RefoundAI/lenny-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Product and engineering skills organized around strategy, discovery, delivery, and team practices.",产品团队可共享PRD、优先级、指标及组织运作方法。,"ai-native, skills, product-management",引用核实为项目自述，技能不能保证决策质量；不是原作者官方产品。,README 76技能、来源资料、templates与团队组织分类。,1339,,,,,,,,,,False,
152,5306,study8677/repobrain,RepoBrain,https://github.com/study8677/repobrain,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,A cross-IDE repository-knowledge engine for grounded codebase questions.,研发团队可共享仓库动态上下文和统一行为规范。,"ai-native, code-intelligence, knowledge-management",原名Antigravity Workspace Template；benchmark未复现，外部MCP需显式启用。,README .repobrain知识层、AGENTS单一规则与CLI/MCP。,1327,,,,,,,,,,False,
153,5319,tjboudreaux/cc-thinking-skills,Thinking Skills,https://github.com/tjboudreaux/cc-thinking-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Structured reasoning skills for decisions, diagnosis, risk, and strategy.",团队可共享讨论框架与明确输出步骤。,"ai-native, skills, decision-support",评测存在证据缺口且提升未达自定阈值，不宣传提高准确率。,README 可移植skills、router和catalog审计说明。,1323,,,,,,,,,,False,
154,5348,apecloud/ApeRAG,ApeRAG,https://github.com/apecloud/ApeRAG,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,"A RAG platform with hybrid indexes, multimodal ingestion, agents, and management tools.",知识团队可集中维护文档、检索图和代理，并保留审计。,"ai-native, rag, knowledge-management",生产级为自述；底层服务需部署，局部MIT指依赖不是主项目Apache许可。,README 五种索引、MinerU、MCP、模型管理与日志。,1317,,,,,,,,,,False,
155,5377,logicalclocks/hopsworks,Hopsworks,https://github.com/logicalclocks/hopsworks,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,"An AI data platform with feature management, model operations, and project-based collaboration.",ML团队共享特征/模型/数据，按项目治理并追溯血缘。,"mlops, feature-store, collaboration",托管serverless仍beta；本地企业部署条件与各组件许可需独立确认。,README project multitenancy、跨项目共享、版本与provenance。,1307,,,,,,,,,,False,
156,5393,jtydhr88/screenwriting-skills,Screenwriting Skills,https://github.com/jtydhr88/screenwriting-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Agent skills for screenwriting, writers-room workflows, and dramaturgy.",编剧团队可共享故事拆解、文档链、反馈和交付约定。,"ai-native, skills, writing, team-practices",技能MIT不覆盖书籍/剧本引用；方法不保证创作质量。,README 26技能与sw-writers-room具体团队流程。,1303,,,,,,,,,,False,
157,5409,higress-group/himarket,HiMarket,https://github.com/higress-group/himarket,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,"An enterprise marketplace for models, MCP servers, agents, and skills.",组织统一分发AI资源，控制订阅审批、身份、配额与用量。,"ai-native, enterprise-platform, governance, marketplace",README 标 Apache-2.0，但 LICENSE 的定义及授权条文有改写，GitHub 返回 NOASSERTION；许可证待澄清。依赖 Higress 等后端。,README Higress网关、OIDC、市场、审批与metering。,1295,2026-09-21T16:23:14.883176+00:00,1295,False,2026-09-21T11:32:18Z,标题 Apache-2.0，正文改写待确认,https://github.com/higress-group/himarket/blob/main/README.md,6e08b78374661074e19933a2903546bb2e0c8348dfa9bc885618d9a4e04679e5,https://github.com/higress-group/himarket/blob/main/LICENSE,5ca8760a2c9ab672cab1c9a601ca34bd26f4cd9e689a9795b1fa51fb9389b38e,False,
158,5410,Xiangyue-Zhang/auto-deep-researcher-24x7,Deep Researcher Agent,https://github.com/Xiangyue-Zhang/auto-deep-researcher-24x7,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,An automation harness for iterative deep-learning experiments and progress reporting.,科研团队可在固定预算与目标下复用训练、反思和报告流程。,"ai-native, research, experiment-automation",长期无人值守效果未复现，任务结论仍需实验验证。,README 实验loop、进度文件、local/SSH/SLURM及控制设置。,1294,,,,,,,,,,False,
159,5435,pnoker/iot-dc3,IoT DC3,https://github.com/pnoker/iot-dc3,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,An industrial IoT runtime with MCP tools and enterprise access controls.,工业平台团队可把设备数据以统一接口提供给代理，保留按工具授权和审计。,"mcp, iot, enterprise-platform",AGPL/商业许可；不能推定适合关键设备自主控制，未连接设备。,README MCP gateway、RBAC、多租户及操作日志。,1287,,,,,,,,,,False,
160,5457,opendatalab/LabelLLM,LabelLLM,https://github.com/opendatalab/LabelLLM,建议审阅,已有明确的真人团队使用证据；补查官方资料后进入用户审阅短名单。,A multimodal annotation platform with task management and assisted labeling.,研究标注团队可共享部署、追踪任务进度和质量。,"annotation, datasets, collaboration",共享标注任务服务，非通用 AI-native 办公助手；最近推送 2026-07-02；细粒度角色隔离未核验。,README research teams、task management、pre-annotation和共享访问。,1280,2026-09-21T16:23:15.021261+00:00,1280,False,2026-07-02T04:54:17Z,Apache-2.0,https://github.com/opendatalab/LabelLLM/blob/main/README.md,68deda30d8823dab55ec30951311ef5650559a29a9e0728c06a52ff33878651b,https://github.com/opendatalab/LabelLLM/blob/main/LICENSE,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,False,
161,5502,AI-Builder-Club/skills,AI Builder Club Skills,https://github.com/AI-Builder-Club/skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Skills for repeatable engineering loops and shared file-based knowledge.,团队可共享运行/验证流程与积累经验。,"ai-native, skills, team-practices",生产效果为作者自述；skills安装不自动提供云隔离设施。,README codebase harness、loops、context audit。,1265,,,,,,,,,,False,
162,5517,elvisun/newsjack,Newsjack,https://github.com/elvisun/newsjack,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Agent skills for news monitoring, PR research, and evidence-based content preparation.",公关团队可共享新闻角度、事实检查、媒体清单与报告。,"ai-native, skills, public-relations",部分技能未推出；实时数据增强依Medialyst，未发媒体消息。,README detect/research、可选Slack、审批媒体研究。,1261,,,,,,,,,,False,
163,5533,conorluddy/ios-simulator-skill,iOS Simulator Skill,https://github.com/conorluddy/ios-simulator-skill,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Agent scripts for Xcode builds, simulator interaction, and mobile checks.",移动团队可共享构建、可访问性及本地化验收流程。,"ai-native, skills, mobile, testing",需Apple工具链，默认偏AppleSilicon；自动WCAG检查非完整认证。,README29scripts、xcodebuild/simctl/idb和audits。,1255,,,,,,,,,,False,
164,5604,inclusionAI/AWorld,AWorld,https://github.com/inclusionAI/AWorld,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,An agent harness for turning domain expertise into reusable skills and workflows.,业务专家与工程团队可共享领域知识并评估代理执行。,"ai-native, agent-harness, skills",battle-tested和规模效果未验证；示例成果不保证通用成熟度。,README harness、shared skills、CLI构建/评测。,1234,,,,,,,,,,False,
165,5616,AvdLee/Xcode-Build-Optimization-Agent-Skill,Xcode Build Optimization Skills,https://github.com/AvdLee/Xcode-Build-Optimization-Agent-Skill,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Skills for benchmarking build performance and applying approved optimizations.,移动团队可共享可审阅计划和构建证据。,"ai-native, skills, mobile, performance",长期团队监控属RocketSim另产品；Cursor插件仍coming soon。,README分析→审批→修复重测，plan可PR审阅。,1231,,,,,,,,,,False,
166,5644,run-house/kubetorch,Kubetorch,https://github.com/run-house/kubetorch,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,A Python interface for developing and deploying ML workloads on Kubernetes.,ML与平台团队可共享集群计算并在IDE/CI接收运行日志。,"mlops, kubernetes, developer-tools",速度/省成本比例未实测；托管平台独立。,README Python运行、远程错误、OSS部署组件。,1225,,,,,,,,,,False,
167,5660,wanxingai/LightAgent,LightAgent,https://github.com/wanxingai/LightAgent,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"A lightweight agent framework with skills, workflows, and durable human review.",开发团队可复用审批、运行轨迹和工作流恢复。,"ai-native, agent-framework, human-in-the-loop",0.10为development；SharedMemoryPool原型在内存，不宣称成熟分布式记忆。,README LightFlow、HumanApprovalHook、trace和policy。,1222,,,,,,,,,,False,
168,5665,gooseworks-ai/goose-skills,Goose Skills,https://github.com/gooseworks-ai/goose-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Agent workflows for brand research, advertising, content, and growth.",增长团队共享分析和活动产物。,"ai-native, skills, marketing",MIT技能/CLI连接独立付费GooseWorks API；不混同Block Goose。,README品牌/竞品/SEO技能与完整脚本。,1220,,,,,,,,,,False,
169,5685,mem9-ai/mem9,mem9,https://github.com/mem9-ai/mem9,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"A persistent memory service for agents across sessions, machines, and runtimes.",团队可共享知识空间并通过dashboard管理记忆。,"ai-native, memory, self-hosted",共享主要是跨代理/runtime 的记忆层；可自建，但控制面、数据库与成员治理需配置；转记忆工程组件，不当作即用多人协作平台。,README server/plugins/CLI、hybrid recall、hosted/selfhost。,1216,2026-09-21T16:23:15.427628+00:00,1216,False,2026-09-16T09:39:50Z,Apache-2.0,https://github.com/mem9-ai/mem9/blob/main/README.md,6529afc9fc4811f1e40f8c3076a2afbfea6768f562f481e4e63c7f4bd3ed5b96,https://github.com/mem9-ai/mem9/blob/main/LICENSE,b48992aa70d88ea3e8c0f4d56eeabdb1c49248bb5537118fb6ec71e979d680e7,False,
170,5721,basetenlabs/truss,Truss,https://github.com/basetenlabs/truss,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,A CLI for packaging and serving ML models with reproducible deployment configuration.,模型与平台团队共享代码、权重和依赖交付。,"mlops, model-serving, deployment",部分伸缩/运行能力依部署平台；自有infra需要配置。,README容器化、GPU、live reload与Baseten部署。,1203,,,,,,,,,,False,
171,5741,FranciscoMoretti/chat-js,ChatJS,https://github.com/FranciscoMoretti/chat-js,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"An AI-chat application foundation with authentication, resumable streams, and sharing.",团队可复用聊天后端/界面并分享对话结果。,"ai-native, starter-kit, chat",公开链接不等于细粒度团队权限；模型gateway与执行器另配。,README auth、public links、attachments与sandbox代码。,1199,,,,,,,,,,False,
