rank,id,repository,name,url,decision,decision_reason,description_en,team_reason,tags,limitations,evidence,stars_snapshot,live_checked_at,live_stars,live_archived,live_pushed_at,root_license,readme_url,readme_sha256,license_url,license_sha256,tested
109,5117,explosion/spacy-llm,spaCy LLM,https://github.com/explosion/spacy-llm,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A modular spaCy component for structured NLP tasks backed by language models.,NLP 团队可在已有 pipeline 中复用提示、解析与模型适配。,"nlp, llm, sdk",老模型接口仍在列表，当前可用性需验证；免训练数据不等于免评测。,README 可序列化 llm component 和任务/模型模块。,1394,,,,,,,,,,False
110,5448,gastownhall/gascity,Gas City,https://github.com/gastownhall/gascity,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A configurable SDK for multi-agent orchestration and work routing.,平台团队可复用runtime、任务追踪和期望状态协调组件。,"ai-native, agent-orchestration, sdk",构建编排器的SDK，不直接等于Gas Town完整产品或真人工作区。,README 从Gas Town提取，city.toml、providers、Beads和controller。,1283,,,,,,,,,,False
111,5621,Shopify/roast,Roast,https://github.com/Shopify/roast,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A Ruby DSL for composable AI workflows and coding-agent execution.,Ruby团队可版本化重复业务/开发流程。,"ai-native, ruby, workflow",本地agent有文件系统权限，不是沙箱；模型需另配置。,README cogs、map、条件与agent/cmd。,1230,,,,,,,,,,False
112,5662,jieyefriic/rp-engine,RicePrompt Engine,https://github.com/jieyefriic/rp-engine,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A Rust engine executing declarative YAML agent workflows.,工程团队可审阅版本化节点、提示、数据源和MCP调用。,"ai-native, workflow, rust",视觉RicePrompt产品另算；执行代码权限需配置。,README dependency graph、scripts、DB和streaming。,1221,,,,,,,,,,False
113,5811,volcengine/SearchCLI,SearchCLI,https://github.com/volcengine/SearchCLI,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目，不作为多人产品优先推荐。,A CLI and skills interface for Volcengine search and recommendation workflows.,团队可复用数据接入、质量调优与验证流程。,"search, recommendation, agent-tools",CLI开放不等于云检索服务开源或免费。,READMEdry-run、confirmation、read-after-write和Viking skills。,1183,,,,,,,,,,False
114,6408,uvwt/agentdock,AgentDock MCP,https://github.com/uvwt/agentdock,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A tool runtime for controlled agent operations across computers and servers.,平台团队可统一多设备文件、命令和任务接口。,"mcp, remote-development, agent-infrastructure",不含聊天或推理；跨节点配套NexusDock另仓，安全未测。,README权限边界、trace结果、ACP。,1040,,,,,,,,,,False
115,185,gradio-app/gradio,Gradio,https://github.com/gradio-app/gradio,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Python tools for building and sharing interactive AI application prototypes.,将模型或 API 包装成同事可直接体验的网页，用于跨职能评审和收集反馈。,"prototyping, development, evaluation",分享 demo 不等于企业组织权限，生产部署需另行设计访问控制。,README L30-38,43589,,,,,,,,,,False
116,238,songquanpeng/one-api,One API,https://github.com/songquanpeng/one-api,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A model API gateway with user groups, channel routing, and scoped usage tokens.",为团队分发有额度、模型和 IP 限制的令牌，集中管理渠道及用量，统一不同模型接口。,"gateway, governance, self-hosted",与 New API 有上游衍生关系，属于可比较替代方案；需自行配置合法上游服务。,README 功能 L99-110,36967,,,,,,,,,,False
117,530,Avaiga/taipy,Taipy,https://github.com/Avaiga/taipy,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Python tools for building data and AI applications with scenario management, pipelines, and user-facing interfaces.",数据科学与业务团队可通过应用比较方案、运行管线并按用户角色使用分析结果。,"analytics, development, workflow",库与 Designer/Studio 等生态组件分开，未逐功能核验套餐。,README What for、Taipy Ecosystem,19434,,,,,,,,,,False
118,561,emcie-co/parlant,Parlant,https://github.com/emcie-co/parlant,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,An interaction-control framework for customer-facing agents with configurable behavior and traceable conversations.,客服与工程团队把品牌语气、业务规则和边界显式配置，持续审查客户交互行为。,"customer-support, governance, development",不承诺自动合规或完全可靠；须将实际业务规则实现并验证。,README 定位、Why Parlant、团队适用说明,18286,,,,,,,,,,False
119,835,kubeshark/kubeshark,Kubeshark,https://github.com/kubeshark/kubeshark,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,Kubernetes network observability with MCP access for AI-assisted incident investigation.,SRE 与智能体共用真实网络和 API 证据定位故障，生成可追溯排障上下文。,"operations, observability, mcp",访问网络数据需部署相应权限；不将所有加密流量可见宣传作普遍保证。,README L20-27、MCP setup,12083,,,,,,,,,,False
120,841,tadata-org/fastapi_mcp,FastAPI-MCP,https://github.com/tadata-org/fastapi_mcp,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A bridge exposing FastAPI endpoints as MCP tools while reusing request schemas and authentication dependencies.,团队复用既有业务 API 和鉴权逻辑，让智能体调用内部功能而不维护另一套接口。,"mcp, integration, development",需正确配置原 FastAPI 依赖；托管 Tadata 服务是独立选项。,README Features L32-44,12007,,,,,,,,,,False
121,858,cocoindex-io/cocoindex,CocoIndex,https://github.com/cocoindex-io/cocoindex,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Incremental data pipelines that keep agent context synchronized with changing source materials.,团队将代码、会议、Slack 和文档变动持续更新到 AI 上下文，减少重复全量处理与知识过时。,"data, knowledge, development",更新机制不保证答案正确或源权限自动继承；企业服务单独。,README L18、增量声明与 Enterprise 分区,11579,,,,,,,,,,False
122,1159,OpenDCAI/DataFlow,DataFlow,https://github.com/OpenDCAI/DataFlow,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Versionable data-preparation operators and pipelines for LLM datasets.,数据团队在 Python/Git 中复用清洗与生成流程，保留管线来源和变更。,"data, mlops",WebUI/MCP 在独立项目；生成数据须审核。,README L6、L132,8192,,,,,,,,,,False
123,1185,SciPhi-AI/R2R,R2R,https://github.com/SciPhi-AI/R2R,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A retrieval API with document management, knowledge graphs, and deep research.",工程团队复用统一文档接入与检索后端，支撑内部知识应用。,"rag, knowledge, development",已展开根 README 链接；不宣称多人权限已验证。,py/README.md About,8001,,,,,,,,,,False
124,1269,strands-agents/harness-sdk,Strands Agents,https://github.com/strands-agents/harness-sdk,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A model-agnostic agent SDK with execution limits, context controls, and observability.",Python/TS 团队复用运行和监控约定构建应用。,"framework, development",team 目录是项目治理文档，不是真人协作功能；语言包合并计一项。,README L37-51,7379,,,,,,,,,,False
125,1379,superagent-ai/superagent,Superagent SDK,https://github.com/superagent-ai/superagent,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,Add runtime guardrails and sensitive-data redaction to AI applications.,工程团队统一接入提示注入检测和敏感信息处理。,"security, guardrails",红队场景标为 Coming soon；不是旧版通用智能体平台。,README L32–38、69–71：安全 SDK 与脱敏。,6751,,,,,,,,,,False
126,1411,microsoft/call-center-ai,Call Center AI,https://github.com/microsoft/call-center-ai,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,An Azure-based voice assistant reference solution for customer service.,客服团队可参考来电处理、真人回退、录音与质量追踪。,"customer-support, voice",依赖 Azure 服务；回拨与 IVR 增强列为未来功能。,README L49–57：语音、人工回退、录音和 Azure 部署。,6570,,,,,,,,,,False
127,1486,aimhubio/aim,Aim,https://github.com/aimhubio/aim,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Track and compare AI experiments and metadata.,ML 团队集中比较训练运行与指标，复用实验记录。,"mlops, experiments",核心跟踪器不等于包含全部企业支持或权限能力。,README L18–20、91：实验跟踪、查询 API 及独立企业支持。,6257,,,,,,,,,,False
128,1599,Giskard-AI/giskard-oss,Giskard,https://github.com/Giskard-AI/giskard-oss,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Generate tests and evaluate agent vulnerabilities and RAG quality.,团队统一构建多轮测试与知识库质量评估，支撑发布检查。,"evaluation, security",v2 不再积极维护；传统表格 ML 扫描仍仅 v2，不能归到 v3。,README L26–27、57、129–133：v3 扫描及版本边界。,5831,,,,,,,,,,False
129,1605,Klavis-AI/klavis,Klavis,https://github.com/Klavis-AI/klavis,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,MCP integrations and connectors with OAuth support.,团队开发智能体时复用业务系统授权和连接层。,"mcp, integrations",训练沙箱与业务连接器是不同方案，云端服务不等于全部可自建。,README L17–52、67–83：连接器、MCP 集成、云端和自建。,5807,,,,,,,,,,False
130,1775,modelcontextprotocol/go-sdk,MCP Go SDK,https://github.com/modelcontextprotocol/go-sdk,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"The official Go SDK for MCP clients, servers, and authentication primitives.",Go 团队统一内部工具协议和客户端实现，复用 OAuth 基础组件。,"mcp, go",SDK 不提供完整团队服务；新贡献 Apache、既有代码 MIT。,README L9–25、170–171：官方 SDK、客户端/服务端与许可。,5127,,,,,,,,,,False
131,1822,mock-server/mockserver-monorepo,MockServer,https://github.com/mock-server/mockserver-monorepo,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Mock LLM APIs and network failures for repeatable application testing.,研发与 QA 共用确定性模型响应、协议模拟和故障场景，减少真实服务依赖。,"testing, mcp",测试基础设施本身非生成式 AI；HTTP/3 仍实验性。,README L8–25：LLM 流式 API、MCP、验证及混沌测试。,4974,,,,,,,,,,False
132,1989,microsoft/PyRIT,PyRIT,https://github.com/microsoft/PyRIT,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A framework for identifying risks in generative AI systems.,安全专业人员与工程师可共用 AI 风险测试工具链。,"security, evaluation",根文档定位明确但功能细节有限；未审白皮书或复现测试。,完整 README L3–10：生成式 AI 风险识别和专业受众。,4523,,,,,,,,,,False
133,2039,IDSIA/sacred,Sacred,https://github.com/IDSIA/sacred,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Configure, record, and reproduce computational experiments.",ML 团队保存参数和运行配置，复查同事的实验结果。,"experiments, mlops",通用实验工具；Neptune 协作截图是外部集成，不是核心自带平台。,README L16–25：参数、数据库记录和复现。,4379,,,,,,,,,,False
134,2092,zhayujie/bot-on-anything,Bot on Anything,https://github.com/zhayujie/bot-on-anything,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Connect AI chat models to workplace messaging channels.,团队可在 Slack、飞书、钉钉或企微共用模型问答入口。,"chat, integrations",轻量聊天框架；长期记忆、规划等属于另项目 CowAgent。,README L10、18、26–31：模型与渠道解耦和并行频道。,4218,,,,,,,,,,False
135,2127,OpenCSGs/csghub,CSGHub,https://github.com/OpenCSGs/csghub,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Manage model, dataset, and application assets in a private AI hub.",平台团队集中验证、分发和管理模型资产，通过 Web/Git/API 共用资源。,"mlops, assets",根文档未展开各版企业能力，不能保证全部高级功能免费可用。,完整 README L12–27：资产、Copilot、访问控制与本地部署。,4111,,,,,,,,,,False
136,2148,octelium/octelium,Octelium,https://github.com/octelium/octelium,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A self-hosted access platform with AI gateways and identity-based policies.,团队为人员与代理统一内部资源、模型和 SaaS 的访问身份及策略。,"gateway, security",通用访问基础设施，非业务助手；零信任能力未实测。,README L29–31、46–47：AI 网关、上下文权限和 secretless SaaS。,4064,,,,,,,,,,False
137,2277,kagent-dev/kagent,kagent,https://github.com/kagent-dev/kagent,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Build and operate agents as Kubernetes resources.,平台团队统一代理、模型配置和可复用运维工具的部署管理。,"kubernetes, agents",Kubernetes 原生框架，实际工具权限取决于部署配置，未实测。,README L33、71–73：Agent、ModelConfig 和 ToolServers。,3788,,,,,,,,,,False
138,2785,lowdefy/lowdefy,Lowdefy,https://github.com/lowdefy/lowdefy,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Build reviewable applications from structured configuration.,团队审查 AI 生成的配置，并共用认证、组件和数据连接搭建内部应用。,"low-code, development",代理友好的通用框架，不是自带 AI 助手；无代码注入等绝对宣称未采信。,README L11、17–32：配置式框架与 RBAC。,3008,,,,,,,,,,False
139,2840,oceanbase/seekdb,seekdb,https://github.com/oceanbase/seekdb,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Store agent state and combine vector, text, and SQL retrieval.",平台团队复用统一数据层，为知识查询和代理状态建立可分支实验空间。,"data, infrastructure",数据库分支不是执行代码沙箱；性能与各版访问控制未实测。,README L50–55、91、310–313：混合检索、FORK/MERGE 与嵌入部署。,2946,,,,,,,,,,False
140,2983,openlit/openlit,OpenLIT,https://github.com/openlit/openlit,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Trace and evaluate AI applications with OpenTelemetry.,工程与运维团队共用代理步骤、工具、成本和评估记录排查问题。,"observability, llmops",未验证全部集成或性能，开源平台不等于自动质量保证。,README L5–7、56–58：端到端观察与 OTel。,2776,,,,,,,,,,False
141,3067,wassim249/fastapi-langgraph-agent-production-ready-template,FastAPI LangGraph Agent Template,https://github.com/wassim249/fastapi-langgraph-agent-production-ready-template,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目，不作为多人产品优先推荐。,"A backend template with agent state, authentication, and observability.",工程团队复用统一后端骨架、限流与运行追踪，减少重复搭建。,"development, reference-app",模板须适配业务；赞助模型网关非模板内置免费服务，生产就绪未实测。,README L3、What's included：状态、记忆、认证和监控。,2670,,,,,,,,,,False
142,3097,org2AI/ORG2,ORG-2,https://github.com/org2AI/ORG2,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A coding-agent workbench that records replayable sessions and supports contextual trajectory review.,同事可回放智能体如何完成工作、在上下文中评论，把代码改动追溯到请求和执行会话。,"ai-native, coding, review, traceability",组织级项目管理、自建 Supabase 会话协作和群组 Issue 工作流仍标 WIP，不能当成成熟完整平台。,README L36-38、L70-76、L141-149,2631,,,,,,,,,,False
143,3173,cisco-ai-defense/skill-scanner,Cisco Skill Scanner,https://github.com/cisco-ai-defense/skill-scanner,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目，不作为多人产品优先推荐。,Scan agent skills with static analysis and CI-friendly reports.,团队在提交或 CI 审核技能变更，统一潜在注入和代码风险检查。,"security, skills",best-effort 非安全认证；可选模型复核准确性仍待配对验证。,README L12–26、35：多引擎、SARIF 和局限。,2541,,,,,,,,,,False
144,3251,parseablehq/parseable,Parseable,https://github.com/parseablehq/parseable,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,Store and analyze observability data for applications and agents.,运维与 AI 团队统一日志、指标和轨迹，使用模型辅助分析遥测。,"observability, operations",基础观察平台非根因正确性保证，企业功能与权限粒度未核验。,完整 README L22、30–36：数据湖观察与原生 AI 用途。,2458,,,,,,,,,,False
145,3387,1backend/1backend,1Backend,https://github.com/1backend/1backend,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A microservices platform with authentication and model runtimes.,工程团队共用账号、路由和容器模型运行层，构建多应用后端。,"infrastructure, development",AGPL；零信任/零配置为定位，未验证隔离或生产稳定性。,README L25–29：分布式平台、LLM 与多租户。,2346,,,,,,,,,,False
146,3511,dstackai/dstack,dstack,https://github.com/dstackai/dstack,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Provision and orchestrate GPU workloads across compute backends.,平台团队集中管理开发、训练和推理资源，复用不同云与自有集群。,"mlops, infrastructure",代理驱动推理优化 experimental；不是所有硬件兼容的实测保证。,README L17–29、44：控制面、加速器与服务。,2255,,,,,,,,,,False
147,3536,AmoyLab/Unla,Unla,https://github.com/AmoyLab/Unla,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,Expose existing APIs and MCP servers through a configurable gateway.,团队共用管理界面和 YAML 映射，统一内部代理工具接入。,"mcp, integrations",快速迭代可能破坏兼容且文档滞后，未核验完整组织治理。,README L18、24、30–33：网关、配置和升级告知。,2231,,,,,,,,,,False
148,3638,NannyML/nannyml,NannyML,https://github.com/NannyML/nannyml,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Estimate deployed model performance and analyze data drift.,数据科学与运维团队共用模型退化和漂移信号，支持上线后的排错。,"mlops, monitoring",估计有前提且不是实际标签指标保证，不是所有 LLM 任务通用监控。,README L45–48、54–59：表格分类/回归与性能估计。,2155,,,,,,,,,,False
149,3714,agentset-ai/agentset,Agentset,https://github.com/agentset-ai/agentset,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Build and evaluate RAG applications with tenant-aware tooling.,团队集中管理文档接入、检索、评估和应用交付。,"rag, platform",托管与自建范围需分别确认，多租户隔离未实测。,README L34、41–47：端到端工具和多租户。,2093,,,,,,,,,,False
150,3863,elyra-ai/elyra,Elyra,https://github.com/elyra-ai/elyra,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"AI-centric JupyterLab extensions for visual pipelines, reusable snippets, and remote execution.",数据科学团队可复用流水线和代码片段，通过 Git 与远程运行统一实验流程。,"mlops, notebooks, workflow",调试器标为实验功能，AI Assistant 需额外配置；dev 镜像可能含未发布功能。,README 当前功能包含可视化流水线、批处理、Jupyter AI 集成、Git 和混合运行时。,1995,,,,,,,,,,False
151,3868,featureform/featureform,Featureform,https://github.com/featureform/featureform,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"A virtual feature store for sharing, versioning, and serving machine-learning features.",团队集中管理可复用特征、训练集、归属与血缘，减少重复建设。,"mlops, feature-store, collaboration, governance",计算由已有数据基础设施执行；具体治理功能部署要求未实测。,README 明确团队共享、不可变版本、集中仓库、RBAC 和审计。,1987,,,,,,,,,,False
152,4009,BidingCC/BuildingAI,BuildingAI,https://github.com/BidingCC/BuildingAI,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A visual platform for building AI applications with agents, RAG, and business operations.",团队可复用知识库、模型接入和用户计费后台构建企业应用。,"ai-native, no-code, rag",企业级为项目定位，未验证组织隔离和生产成熟度。,README 无代码配置、MCP/RAG、注册、订阅和算力计费。,1894,,,,,,,,,,False
153,4036,Forethought-Technologies/AutoChain,AutoChain,https://github.com/Forethought-Technologies/AutoChain,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A lightweight framework for building agents and evaluating simulated user conversations.,开发团队可复用场景回归，减少手工对话验收。,"ai-native, evaluation, agent-framework",模拟对话不等于真实用户效果；需集成业务工具。,README 代理自定义与 workflow evaluation。,1881,,,,,,,,,,False
154,4205,beam-cloud/beta9,Beta9 / Beam,https://github.com/beam-cloud/beta9,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A runtime for deploying and scaling serverless AI workloads and sandboxes.,平台团队可复用容器调度、GPU、存储和弹性推理端点。,"ai-infrastructure, serverless, sandbox",Beam 托管快速入门与自有基础设施分开；冷启动性能未测。,README 并行任务、scale-to-zero、卷、GPU 与沙箱。,1783,,,,,,,,,,False
155,4263,photon-hq/spectrum-ts,Spectrum,https://github.com/photon-hq/spectrum-ts,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A multi-channel framework for making agents available through messaging and email.,团队可把代理能力接入 Slack、Discord、邮件等现有沟通入口。,"ai-native, chatops, agent-framework",iMessage 等托管基础设施独立于 MIT SDK；渠道部署要求未测。,README 多渠道 runtime/providers 与 Spectrum Cloud。,1757,,,,,,,,,,False
156,4276,arabold/docs-mcp-server,Grounded Docs MCP Server,https://github.com/arabold/docs-mcp-server,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A documentation index and MCP server supporting version-specific queries across multiple sources.,工程团队可统一提供库版本资料和内部文件上下文给助手。,"ai-native, mcp, documentation",索引不保证消除幻觉；模型和数据流配置需单独核实。,README 官方来源抓取、版本查询、本地索引、多格式文档。,1751,,,,,,,,,,False
157,4350,LLPhant/LLPhant,LLPhant,https://github.com/LLPhant/LLPhant,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A PHP library for generative AI and vector-database integrations.,PHP 团队可在 Laravel/Symfony 应用复用模型和检索组件。,"llm, php, sdk, rag",开发库不是协作成品，具体后端支持需按版本验证。,README 模型适配、向量数据库及 PHP8.1+。,1708,,,,,,,,,,False
158,4395,mattpocock/evalite,Evalite,https://github.com/mattpocock/evalite,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"A TypeScript-native, local-first tool for testing LLM applications.",TypeScript 团队可统一 LLM 应用评测工具链。,"evaluation, typescript, developer-tools",根 README 功能说明很少，未据品牌补写 CI、评分器或多人能力。,README 图片 alt 明确定位；贡献说明含 evalite watch、UI 与 Vitest。,1692,,,,,,,,,,False
159,4452,deepsense-ai/ragbits,Ragbits,https://github.com/deepsense-ai/ragbits,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Modular building blocks for typed LLM calls, document ingestion, and agent applications.",AI 工程团队可统一解析、检索和模型调用，并扩展批量入库流程。,"ai-native, rag, developer-tools",多代理角色不等于真人协作；需外部存储和模型配置。,README 泛型提示、向量库、文档解析、Ray 和 A2A。,1667,,,,,,,,,,False
160,4657,uber/ADR,Uber ADR,https://github.com/uber/ADR,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Tools for discovering agent usage, collecting telemetry, and detecting risky behavior.",企业安全团队可盘点员工代理、统一轨迹与检测评测。,"ai-native, security, governance, observability",Prevention 与离线 Explorer 未公开，不能宣传本仓已提供完整阻断；生产使用为作者自述。,README Discovery、Sensor、Bench 和 Detector 公开组件。,1577,,,,,,,,,,False
161,4663,openchoreo/openchoreo,OpenChoreo,https://github.com/openchoreo/openchoreo,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A Kubernetes developer platform for application and agent-workload delivery.,平台团队定义组织边界与 golden paths，开发者和代理复用自助交付入口。,"developer-platform, kubernetes, ai-infrastructure",通用平台扩展到代理工作负载，不是仅靠 AI 自动交付；部署复杂度需评估。,README Backstage、CI/GitOps、RBAC、多平面和 agentic workloads。,1576,,,,,,,,,,False
162,4722,agentic-commerce-protocol/agentic-commerce-protocol,Agentic Commerce Protocol,https://github.com/agentic-commerce-protocol/agentic-commerce-protocol,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目，不作为多人产品优先推荐。,"An open specification for commerce interactions between buyers, agents, and businesses.",电商产品团队可依据公共 schema/API 规范接入代理购买流程。,"ai-native, protocol, commerce",Beta 协议，不是完整支付服务或商户系统；本次未执行交易。,README OpenAI/Stripe 维护、OpenAPI/JSON Schema 和交易模型。,1546,,,,,,,,,,False
163,4771,Mirascope/mirascope,Mirascope,https://github.com/Mirascope/mirascope,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"A unified LLM interface for structured outputs, tools, and streaming applications.",Python/TypeScript 团队可复用模型调用方式及输出结构。,"llm, sdk, structured-output",SDK 不提供模型托管或多人界面。,README decorator、structured output、agent tools 与双语言目录。,1525,,,,,,,,,,False
164,4797,Azure/data-api-builder,Data API Builder,https://github.com/Azure/data-api-builder,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A database API engine exposing REST, GraphQL, and MCP endpoints.",数据平台团队可把现有数据库统一提供给应用和 AI 助手。,"mcp, database, data-access",需配置数据库与身份访问控制；不能把 endpoint 支持理解为完整 AI 应用。,README endpoint 支持表明确 REST、GraphQL、MCP 均为 Yes；容器化数据 API 引擎。,1513,,,,,,,,,,False
165,4829,antvis/AVA,AVA,https://github.com/antvis/AVA,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"An AI-native visual-analytics framework for data processing, analysis, and chart generation.",分析产品团队可复用自然语言查询、建议和可视化模块。,"ai-native, analytics, visualization",框架而非多人 BI 产品；分析结果需验证。,README LLM analysis、SQLite/内存选择、浏览器/Node 支持。,1500,,,,,,,,,,False
166,4901,postgresml/korvus,Korvus,https://github.com/postgresml/korvus,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A Postgres-based search SDK combining RAG operations in database queries.,工程团队可减少检索管线分散组件，统一数据查询接口。,"rag, postgresql, sdk",依赖数据库环境；SDK 不提供团队权限平台。,README Postgres 与 Python/JS/Rust bindings。,1471,,,,,,,,,,False
167,4994,agent-network-protocol/AgentNetworkProtocol,Agent Network Protocol,https://github.com/agent-network-protocol/AgentNetworkProtocol,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"A protocol suite for agent identity, discovery, messaging, and interoperability.",平台团队可按公共规范设计跨代理身份和通信。,"ai-native, protocol, agent-communication",草案存在不等于实现已支持；不是团队协作成品。,README ANP1.1 已发布规范，vNext/消息1.2草案区分。,1433,,,,,,,,,,False
168,5091,karust/openserp,OpenSERP,https://github.com/karust/openserp,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A self-hosted search API and CLI with multi-engine results and page extraction.,研究/SEO 团队可复用代理搜索后端与统一结果结构。,"search, agent-tools, self-hosted",搜索引擎可限流/改变页面，免费无 key 不保证可用性或使用授权。,README megasearch、去重、Markdown 提取和 Docker。,1404,,,,,,,,,,False
169,5097,callstackincubator/ai,React Native AI,https://github.com/callstackincubator/ai,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,On-device AI primitives for React Native with AI SDK integration and profiling.,移动团队可复用文本、语音、embedding 和统一观测。,"on-device-ai, react-native, sdk",系统模型依设备支持；DevTools亦支持远程不代表所有流程本地。,README 端上模型、Vercel AI SDK兼容表与 OTel DevTools。,1403,,,,,,,,,,False
